"measure_1","measure_2","tau","networks"
"load","subgraph",0.5585,19
"length_scaled_betweenness","semilocal",0.5583,19
"ego_betweenness","semilocal",0.5582,19
"local_dimension","renewed_coreness",-0.558,19
"centroid","within_module_z",0.558,19
"community_mediator","kreach",0.5579,7
"ego_betweenness","ncvoterank",0.5577,19
"fuzzy_local_dimension","topological_coefficient",-0.5576,19
"ego_betweenness","onion",0.5575,19
"expected","percolation",0.5575,19
"betweenness","expected",0.5574,19
"infection","two_way_rw",0.5572,14
"entropy_variation_degree","within_module_z",0.5572,19
"average_distance","shapley_game3",-0.557,18
"barycenter","shapley_game3",0.557,18
"closeness","shapley_game3",0.557,18
"lin","shapley_game3",0.557,18
"radiality","shapley_game3",0.557,18
"shapley_game3","wiener",-0.557,18
"bottleneck","integration",0.5568,19
"entropy_variation_betweenness","stress",0.5566,14
"entropy_variation_betweenness","heatmap",-0.5565,14
"enrenew","s_shell",0.5565,19
"coreness","heatmap",-0.5564,19
"heatmap","local_hindex",-0.5564,19
"heatmap","s_core",-0.5564,19
"heatmap","weighted_kshell",-0.5564,19
"expected","load",0.5562,19
"length_scaled_betweenness","local_dimension",-0.5561,19
"fragmentation","within_module_z",0.556,14
"degree","voterank_plus",0.5558,19
"expected_influence_1","voterank_plus",0.5558,19
"strength","voterank_plus",0.5558,19
"ego_betweenness","weighted_h_index",0.5558,19
"bottleneck","laplacian",0.5556,19
"lac","two_way_rw",0.5556,13
"redundancy","two_way_rw",0.5556,13
"closeness_vitality","wvoterank",-0.5556,19
"entropy_variation_degree","two_way_rw",0.5552,14
"coreness","current_flow_betweenness",0.5549,19
"current_flow_betweenness","local_hindex",0.5549,19
"current_flow_betweenness","s_core",0.5549,19
"current_flow_betweenness","weighted_kshell",0.5549,19
"effective_size","transitivity",-0.5546,18
"local_information_dimension","random_walk",0.5544,19
"hub","shapley_game1",0.5544,19
"constraint","voterank",-0.5544,19
"information","local_information_dimension",0.5541,19
"fuzzy_local_dimension","voterank",0.5541,19
"cross_clique","voterank",0.5539,19
"local_information_dimension","spanning_tree",0.5537,19
"current_flow_closeness","local_information_dimension",0.5535,19
"closeness_vitality","community_hub_bridge",-0.5534,19
"integration","shapley_game3",0.5534,18
"local_dimension","stress",-0.5532,19
"collective_influence","infection",0.553,14
"enrenew","voterank_plus",0.5528,19
"delta_betweenness","onion",0.5527,19
"laplacian","local_information_dimension",0.5526,19
"percolation","semilocal",0.5525,19
"betweenness","semilocal",0.5524,19
"collective_influence","expected",0.5522,19
"flow_betweenness","local_entropy",-0.552,19
"nonbacktracking","percolation",0.552,19
"delta_betweenness","weighted_h_index",0.552,19
"betweenness","nonbacktracking",0.5519,19
"leverage","s_shell",0.5519,19
"load","nonbacktracking",0.5518,19
"centroid","entropy_variation_betweenness",0.5516,14
"load","semilocal",0.5516,19
"communicability","wvoterank",0.5516,19
"ncvoterank","topological_coefficient",-0.5512,19
"shapley_game2","single_discount",0.5511,19
"s_shell","stress",0.5508,19
"community_hub_bridge","infection",0.5507,14
"cross_clique","load",0.5507,19
"expected_influence_2","shapley_game1",0.5507,19
"betweenness","local_dimension",-0.5505,19
"local_dimension","percolation",-0.5505,19
"length_scaled_betweenness","weighted_h_index",0.5503,19
"collective_influence","enrenew",0.5502,19
"cross_clique","ego_betweenness",0.55,19
"kreach","renewed_coreness",0.5499,7
"katz","local_information_dimension",0.5498,19
"single_discount","topological_coefficient",-0.5498,19
"within_module_z","wvoterank",0.5497,19
"harary","kreach",0.5496,7
"local_information_dimension","markov",0.5496,19
"harmonic","shapley_game2",0.5496,19
"reaching_local","shapley_game2",0.5496,19
"betweenness","cross_clique",0.5493,19
"cross_clique","percolation",0.5493,19
"local_dimension_fixed","within_module_z",-0.5492,19
"load","local_dimension",-0.549,19
"bottleneck","kpath",0.5481,19
"eigenvector","wvoterank",0.5479,19
"laplacian","topological_coefficient",-0.5478,19
"ego_betweenness","hub",0.5476,19
"delta_closeness","shapley_game2",0.5476,19
"gilschmidt","shapley_game2",0.5476,19
"delta_betweenness","renewed_coreness",0.5474,19
"ncvoterank","shapley_game2",0.5474,19
"delta_closeness","single_discount",0.5474,19
"gilschmidt","single_discount",0.5474,19
"kpath","topological_coefficient",-0.5474,19
"heatmap","infection",-0.5473,14
"length_scaled_betweenness","onion",0.5472,19
"kpath","local_information_dimension",0.547,19
"effective_size","infection",0.5467,14
"shapley_game2","stress",0.5467,19
"community_mediator","lac",0.5466,18
"community_mediator","redundancy",0.5466,18
"leverage","local_volume_dimension",-0.5461,19
"epc","within_module_z",0.546,14
"ego_betweenness","renewed_coreness",0.5458,19
"gravity","local_information_dimension",0.5457,19
"delta_betweenness","within_module_z",0.5457,19
"authority","wvoterank",0.5457,19
"heatmap","local_volume_dimension",0.5455,19
"markov","within_module_z",0.5453,19
"node_contraction_improved","single_discount",0.5452,14
"current_flow_betweenness","neighborhood_connectivity",-0.5451,19
"harmonic","single_discount",0.5451,19
"reaching_local","single_discount",0.5451,19
"bridging","kreach",0.545,7
"collective_influence","wvoterank",0.545,19
"random_walk","within_module_z",0.5449,19
"diffusion","local_information_dimension",0.5447,19
"length_scaled_betweenness","renewed_coreness",0.5447,19
"current_flow_closeness","within_module_z",0.5447,19
"expected_influence_2","local_information_dimension",0.5446,19
"information","within_module_z",0.5445,19
"enrenew","entropy_variation_degree",0.5443,19
"community_hub_bridge","local_entropy",-0.5443,19
"spanning_tree","within_module_z",0.5443,19
"enrenew","infection",0.5438,14
"heatmap","local_entropy",0.5437,19
"expected","local_information_dimension",0.5437,19
"communicability_betweenness","voterank",0.5436,19
"delta_betweenness","hub",0.5435,19
"collective_influence","semilocal",0.5434,19
"harmonic","within_module_z",0.5431,19
"expected","shapley_game1",0.543,19
"delta_betweenness","single_discount",0.543,19
"hide_information","voterank",-0.543,19
"reaching_local","within_module_z",0.543,19
"local_dimension_fixed","single_discount",-0.5429,19
"flow_betweenness","single_discount",0.5428,19
"diffusion","wvoterank",0.5424,19
"bottleneck","gravity",0.5421,19
"current_flow_betweenness","local_volume_dimension",-0.5421,19
"single_discount","within_module_z",0.5421,19
"dmnc","transitivity",0.5419,18
"delta_closeness","within_module_z",0.5419,19
"gilschmidt","within_module_z",0.5419,19
"percolation","weighted_h_index",0.5418,19
"entropy_variation_degree","node_contraction_improved",0.5417,14
"betweenness","weighted_h_index",0.5417,19
"fragmentation","gateway",0.5412,14
"fragmentation","ncvoterank",0.541,14
"nonbacktracking","wvoterank",0.5409,19
"load","weighted_h_index",0.5406,19
"effective_size","entropy_variation_degree",0.5405,19
"collective_influence","hub",0.5404,19
"hub","length_scaled_betweenness",0.5403,19
"betweenness","renewed_coreness",0.5399,19
"percolation","renewed_coreness",0.5399,19
"length_scaled_betweenness","within_module_z",0.5399,19
"ego_betweenness","single_discount",0.539,19
"community_hub_bridge","wvoterank",0.5389,19
"length_scaled_betweenness","single_discount",0.5388,19
"local_information_dimension","semilocal",0.5387,19
"centroid","single_discount",0.5386,19
"hindex_strength","topological_coefficient",-0.5385,19
"lobby","topological_coefficient",-0.5385,19
"community_mediator","voterank",0.5381,19
"harary","voterank_plus",0.5381,19
"betweenness","onion",0.5378,19
"onion","percolation",0.5378,19
"load","onion",0.5373,19
"entropy_variation_betweenness","node_contraction_improved",0.537,14
"flow_coefficient","topological_coefficient",-0.5364,18
"entropy_variation_betweenness","flow_betweenness",0.5362,14
"dangalchev","shapley_game2",0.5361,19
"decay","shapley_game2",0.5361,19
"generalized_closeness","shapley_game2",0.5361,19
"residual_closeness","shapley_game2",0.5361,19
"load","single_discount",0.5361,19
"local_information_dimension","mnc",0.536,18
"ncvoterank","stress",0.536,19
"local_dimension","shapley_game2",-0.5356,19
"betweenness","single_discount",0.5351,19
"percolation","single_discount",0.535,19
"load","renewed_coreness",0.5349,19
"dangalchev","within_module_z",0.5347,19
"decay","within_module_z",0.5347,19
"generalized_closeness","within_module_z",0.5347,19
"residual_closeness","within_module_z",0.5347,19
"collective_influence","entropy_variation_degree",0.5346,19
"closeness_vitality","shapley_game2",-0.5346,19
"expected_influence_2","wvoterank",0.5342,19
"community_based","entropy_variation_betweenness",0.534,14
"centroid","voterank_plus",0.534,19
"ego_betweenness","s_shell",0.5339,19
"semilocal","shapley_game1",0.5339,19
"infection","leverage",0.5335,14
"cross_clique","topological_coefficient",-0.5333,19
"betweenness","within_module_z",0.5333,19
"percolation","within_module_z",0.5333,19
"load","within_module_z",0.5332,19
"enrenew","local_entropy",-0.5331,19
"comm_centrality","voterank",0.5331,19
"bottleneck","voterank_plus",0.5323,19
"community_hub_bridge","delta_betweenness",0.5322,19
"effective_size","local_entropy",-0.532,19
"bottleneck","enrenew",0.5318,19
"authority","local_information_dimension",0.5318,19
"community_based","ncvoterank",0.5317,19
"betweenness","hub",0.5316,19
"hub","percolation",0.5316,19
"dangalchev","single_discount",0.5313,19
"decay","single_discount",0.5313,19
"generalized_closeness","single_discount",0.5313,19
"residual_closeness","single_discount",0.5313,19
"subgraph","voterank",0.5313,19
"hub","load",0.5312,19
"communicability_betweenness","local_information_dimension",0.5312,19
"cross_clique","within_module_z",0.5309,19
"closeness_vitality","voterank",-0.5308,19
"dmnc","local_efficiency",0.5305,18
"second_order","semilocal",-0.5304,19
"shapley_game1","weighted_h_index",0.5302,19
"hub","wvoterank",0.5302,19
"community_hub_bridge","length_scaled_betweenness",0.5301,19
"collective_influence","community_hub_bridge",0.53,19
"kreach","random_walk",0.53,7
"collective_influence","weighted_h_index",0.5296,19
"communicability","local_information_dimension",0.5295,19
"entropy_variation_degree","voterank",0.5295,19
"information","kreach",0.5294,7
"lac","leverage",0.5292,18
"leverage","redundancy",0.5292,18
"random_walk","shapley_game2",0.529,19
"expected","second_order",-0.5288,19
"information","shapley_game2",0.5287,19
"markov","shapley_game2",0.5287,19
"kreach","spanning_tree",0.5286,7
"entropy_variation_degree","flow_betweenness",0.5285,19
"leverage","renewed_coreness",0.5285,19
"markov","single_discount",0.5285,19
"shapley_game2","spanning_tree",0.5282,19
"current_flow_closeness","kreach",0.528,7
"eigenvector","local_information_dimension",0.528,19
"katz","within_module_z",0.5279,19
"current_flow_closeness","shapley_game2",0.5278,19
"local_volume_dimension","two_way_rw",-0.5278,14
"entropy_variation_degree","wvoterank",0.5276,19
"expected","wvoterank",0.5276,19
"effective_size","kreach",0.5273,7
"bottleneck","ncvoterank",0.5273,19
"harary","ncvoterank",0.5271,19
"local_dimension","single_discount",-0.5268,19
"ego_betweenness","kreach",0.5266,7
"delta_closeness","voterank_plus",0.5265,19
"gilschmidt","voterank_plus",0.5265,19
"modularity_vitality","participation",-0.5263,19
"average_distance","gateway",-0.5261,19
"barycenter","gateway",0.5261,19
"closeness","gateway",0.5261,19
"gateway","lin",0.5261,19
"gateway","radiality",0.5261,19
"gateway","wiener",-0.5261,19
"collective_influence","local_dimension",-0.5259,19
"local_dimension_fixed","renewed_coreness",-0.5257,19
"community_hub_bridge","stress",0.5255,19
"harmonic","voterank_plus",0.5253,19
"reaching_local","voterank_plus",0.5252,19
"hindex_strength","voterank",0.5251,19
"lobby","voterank",0.5251,19
"delta_betweenness","s_shell",0.525,19
"local_information_dimension","subgraph",0.525,19
"centroid","gateway",0.5249,19
"entropy_variation_degree","voterank_plus",0.5249,19
"entropy_variation_betweenness","fragmentation",0.5248,14
"delta_betweenness","neighborhood_connectivity",-0.5248,19
"local_entropy","stress",-0.5243,19
"distance_entropy","entropy_variation_betweenness",0.524,14
"ego_betweenness","entropy_variation_degree",0.524,19
"constraint","flow_coefficient",-0.5239,18
"community_hub_bridge","ego_betweenness",0.5238,19
"second_order","weighted_h_index",-0.5237,19
"community_based","local_information_dimension",0.5236,19
"betweenness","community_hub_bridge",0.5233,19
"community_hub_bridge","percolation",0.5233,19
"bottleneck","diffusion",0.5232,19
"community_hub_bridge","load",0.5228,19
"expected_influence_2","second_order",-0.5228,19
"dangalchev","voterank_plus",0.5228,19
"decay","voterank_plus",0.5228,19
"generalized_closeness","voterank_plus",0.5228,19
"residual_closeness","voterank_plus",0.5228,19
"ego_betweenness","within_module_z",0.5226,19
"communicability","voterank",0.5224,19
"current_flow_closeness","single_discount",0.5221,19
"mnc","within_module_z",0.5221,18
"dangalchev","gateway",0.522,19
"decay","gateway",0.522,19
"gateway","generalized_closeness",0.522,19
"gateway","residual_closeness",0.522,19
"single_discount","spanning_tree",0.522,19
"local_volume_dimension","stress",-0.522,19
"community_hub_bridge","voterank",0.522,19
"local_information_dimension","pagerank",0.5219,19
"gateway","node_contraction_improved",0.5218,14
"random_walk","single_discount",0.5218,19
"epc","voterank_plus",0.5215,14
"constraint","gateway",-0.5206,19
"length_scaled_betweenness","neighborhood_connectivity",-0.5205,19
"infection","stress",0.5205,14
"length_scaled_betweenness","s_shell",0.5203,19
"onion","wvoterank",0.5203,19
"entropy_variation_betweenness","random_walk",0.52,14
"community_based","voterank_plus",0.5198,19
"entropy_variation_betweenness","information",0.5196,14
"local_information_dimension","node_contraction",0.5196,19
"entropy_variation_betweenness","spanning_tree",0.5194,14
"gravity","within_module_z",0.5194,19
"information","single_discount",0.5193,19
"single_discount","stress",0.5193,19
"kreach","node_contraction",0.5191,7
"local_dimension","ncvoterank",-0.519,19
"kreach","semilocal",0.519,7
"entropy_variation_betweenness","harary",0.5189,14
"eigenvector","voterank",0.5189,19
"semilocal","wvoterank",0.5189,19
"gateway","integration",0.5188,19
"hide_information","kreach",-0.5188,7
"centroid","ncvoterank",0.5184,19
"enrenew","neighborhood_connectivity",-0.5183,19
"heatmap","neighborhood_connectivity",0.5183,19
"local_bridging","neighborhood_connectivity",0.5183,19
"bottleneck","expected_influence_2",0.5182,19
"entropy_variation_degree","local_dimension_fixed",-0.5181,19
"current_flow_closeness","entropy_variation_betweenness",0.518,14
"gateway","hide_information",-0.518,19
"delta_closeness","ncvoterank",0.5178,19
"gilschmidt","ncvoterank",0.5178,19
"load","neighborhood_connectivity",-0.5178,19
"bottleneck","local_dimension_fixed",-0.5177,19
"average_distance","shapley_game2",-0.5177,19
"barycenter","shapley_game2",0.5177,19
"closeness","shapley_game2",0.5177,19
"lin","shapley_game2",0.5177,19
"radiality","shapley_game2",0.5177,19
"shapley_game2","wiener",-0.5177,19
"diffusion","second_order",-0.5174,19
"weighted_h_index","wvoterank",0.5174,19
"collective_influence","local_dimension_fixed",-0.5172,19
"stress","within_module_z",0.5171,19
"bottleneck","mnc",0.517,18
"authority","voterank",0.517,19
"delta_closeness","gateway",0.5167,19
"gateway","gilschmidt",0.5167,19
"bottleneck","communicability",0.5166,19
"harmonic","ncvoterank",0.5163,19
"ncvoterank","reaching_local",0.5163,19
"gateway","kreach",0.5161,7
"bottleneck","single_discount",0.5155,19
"gateway","harmonic",0.5154,19
"gateway","reaching_local",0.5154,19
"shapley_game2","voterank_plus",0.5154,19
"flow_betweenness","voterank_plus",0.5153,19
"integration","shapley_game2",0.515,19
"bottleneck","eigenvector",0.5148,19
"betweenness","s_shell",0.5148,19
"percolation","s_shell",0.5148,19
"authority","second_order",-0.5148,19
"betweenness","neighborhood_connectivity",-0.5145,19
"neighborhood_connectivity","percolation",-0.5145,19
"local_information_dimension","node_contraction_improved",0.5144,14
"enrenew","renewed_coreness",0.5144,19
"bottleneck","local_volume_dimension",-0.5143,19
"bottleneck","expected",0.5142,19
"current_flow_betweenness","local_entropy",-0.5142,19
"local_information_dimension","nonbacktracking",0.5142,19
"laplacian","within_module_z",0.5141,19
"katz","single_discount",0.514,19
"gravity","single_discount",0.5138,19
"bottleneck","hindex_strength",0.5137,19
"bottleneck","lobby",0.5137,19
"bottleneck","subgraph",0.5137,19
"dangalchev","shapley_game3",0.5135,18
"decay","shapley_game3",0.5135,18
"generalized_closeness","shapley_game3",0.5135,18
"residual_closeness","shapley_game3",0.5135,18
"authority","bottleneck",0.5133,19
"coreness","diversity",0.513,5
"diversity","local_hindex",0.513,5
"diversity","s_core",0.513,5
"fragmentation","single_discount",0.513,14
"diversity","weighted_kshell",0.513,5
"epc","shapley_game2",0.5125,14
"topological_coefficient","transitivity",0.5125,18
"diffusion","voterank",0.5123,19
"average_distance","within_module_z",-0.5122,19
"barycenter","within_module_z",0.5122,19
"closeness","within_module_z",0.5122,19
"lin","within_module_z",0.5122,19
"radiality","within_module_z",0.5122,19
"wiener","within_module_z",-0.5122,19
"local_bridging","local_information_dimension",-0.512,19
"entropy_variation_betweenness","markov",0.5119,14
"eigenvector","second_order",-0.5119,19
"nonbacktracking","voterank",0.5117,19
"bottleneck","comm_centrality",0.5115,19
"degree","entropy_variation_degree",0.5115,19
"entropy_variation_degree","expected_influence_1",0.5115,19
"entropy_variation_degree","strength",0.5115,19
"communicability_betweenness","gateway",0.5114,19
"load","s_shell",0.5112,19
"neighborhood_connectivity","two_way_rw",-0.5112,14
"current_flow_betweenness","flow_coefficient",0.511,18
"communicability","second_order",-0.5109,19
"local_dimension_fixed","ncvoterank",-0.5108,19
"kreach","local_entropy",-0.5105,7
"hide_information","local_information_dimension",-0.5105,19
"coreness","ego_betweenness",0.5104,19
"ego_betweenness","local_hindex",0.5104,19
"ego_betweenness","s_core",0.5104,19
"ego_betweenness","weighted_kshell",0.5104,19
"bottleneck","semilocal",0.5103,19
"bottleneck","epc",0.5102,14
"local_dimension_fixed","topological_coefficient",0.5102,19
"fuzzy_local_dimension","within_module_z",0.5102,19
"gateway","harary",0.51,19
"flow_betweenness","ncvoterank",0.51,19
"coreness","stress",0.51,19
"local_hindex","stress",0.51,19
"s_core","stress",0.51,19
"stress","weighted_kshell",0.51,19
"ego_betweenness","local_volume_dimension",-0.5097,19
"kreach","markov",0.5093,7
"local_volume_dimension","shapley_game1",-0.5088,19
"delta_betweenness","infection",0.5087,14
"kpath","within_module_z",0.5085,19
"local_information_dimension","weighted_h_index",0.5082,19
"epc","ncvoterank",0.508,14
"community_hub_bridge","topological_coefficient",-0.508,19
"gateway","weighted_h_index",0.508,19
"coreness","shapley_game1",0.5079,19
"local_hindex","shapley_game1",0.5079,19
"s_core","shapley_game1",0.5079,19
"fuzzy_local_dimension","single_discount",0.5079,19
"shapley_game1","weighted_kshell",0.5079,19
"gateway","laplacian",0.5078,19
"hindex_strength","local_information_dimension",0.5076,19
"lobby","local_information_dimension",0.5076,19
"local_dimension","topological_coefficient",0.5076,19
"kreach","participation",0.5075,7
"heatmap","lac",-0.5073,18
"local_dimension_fixed","local_entropy",0.5073,19
"heatmap","redundancy",-0.5073,18
"nonbacktracking","second_order",-0.5073,19
"integration","within_module_z",0.507,19
"entropy_variation_degree","stress",0.5065,19
"hindex_strength","within_module_z",0.5065,19
"lobby","within_module_z",0.5065,19
"diffusion","gateway",0.5061,19
"collective_influence","voterank",0.5059,19
"bridging","effective_size",0.5058,19
"entropy_variation_degree","shapley_game2",0.5051,19
"neighborhood_connectivity","node_contraction_improved",-0.5047,14
"fragmentation","local_information_dimension",0.5046,14
"average_distance","voterank_plus",-0.5046,19
"barycenter","voterank_plus",0.5046,19
"closeness","voterank_plus",0.5046,19
"lin","voterank_plus",0.5046,19
"radiality","voterank_plus",0.5046,19
"voterank_plus","wiener",-0.5046,19
"enrenew","entropy_variation_betweenness",0.5043,14
"gravity","shapley_game2",0.5041,19
"expected_influence_2","voterank",0.5041,19
"gateway","semilocal",0.504,19
"infection","length_scaled_betweenness",0.5039,14
"s_shell","shapley_game1",0.5039,19
"cross_clique","local_information_dimension",0.5038,19
"expected","gateway",0.5037,19
"bottleneck","weighted_h_index",0.5037,19
"entropy_variation_degree","epc",0.5034,14
"average_distance","single_discount",-0.5034,19
"barycenter","single_discount",0.5034,19
"closeness","single_discount",0.5034,19
"lin","single_discount",0.5034,19
"radiality","single_discount",0.5034,19
"single_discount","wiener",-0.5034,19
"neighborhood_connectivity","node_contraction",-0.5033,19
"bottleneck","shapley_game2",0.5032,19
"constraint","voterank_plus",-0.5031,19
"expected","kreach",0.503,7
"dangalchev","ncvoterank",0.503,19
"decay","ncvoterank",0.503,19
"generalized_closeness","ncvoterank",0.503,19
"kreach","node_contraction_improved",0.503,4
"ncvoterank","residual_closeness",0.503,19
"current_flow_closeness","gateway",0.5029,19
"modularity_vitality","second_order",0.5023,19
"kpath","single_discount",0.5022,19
"expected_influence_2","gateway",0.5021,19
"entropy_variation_betweenness","hindex_strength",0.5021,14
"entropy_variation_betweenness","lobby",0.5021,14
"hide_information","shapley_game2",-0.5021,19
"bottleneck","nonbacktracking",0.502,19
"communicability_betweenness","within_module_z",0.502,19
"ncvoterank","within_module_z",0.502,19
"closeness_vitality","local_information_dimension",-0.5019,19
"hub","voterank",0.5018,19
"laplacian","single_discount",0.5012,19
"gateway","spanning_tree",0.501,19
"local_entropy","local_information_dimension",-0.5009,19
"gateway","random_walk",0.5008,19
"expected_influence_2","kreach",0.5006,7
"gateway","information",0.5004,19
"comm_centrality","shapley_game2",0.5001,19
"neighborhood_connectivity","within_module_z",-0.4999,19
"subgraph","topological_coefficient",-0.4998,19
"diversity","hindex_strength",0.4997,5
"diversity","lobby",0.4997,5
"fragmentation","shapley_game2",0.4997,14
"authority","topological_coefficient",-0.4997,19
"fragmentation","neighborhood_connectivity",-0.4995,14
"integration","voterank_plus",0.4994,19
"closeness_vitality","kreach",-0.4993,7
"entropy_variation_betweenness","harmonic",0.4991,14
"entropy_variation_betweenness","reaching_local",0.4991,14
"delta_closeness","entropy_variation_betweenness",0.499,14
"entropy_variation_betweenness","gilschmidt",0.499,14
"community_mediator","entropy_variation_betweenness",0.4988,14
"diffusion","kreach",0.4988,7
"current_flow_closeness","voterank_plus",0.4987,19
"entropy_variation_betweenness","epc",0.4986,14
"communicability","topological_coefficient",-0.4984,19
"diffusion","topological_coefficient",-0.4983,19
"neighborhood_connectivity","voterank",-0.4983,19
"betweenness","infection",0.4979,14
"infection","percolation",0.4979,14
"integration","single_discount",0.4978,19
"markov","voterank_plus",0.4976,19
"cross_clique","shapley_game2",0.4974,19
"gateway","kpath",0.4972,19
"gateway","markov",0.4972,19
"expected","voterank",0.4972,19
"eigenvector","topological_coefficient",-0.4967,19
"bottleneck","flow_coefficient",0.4964,18
"spanning_tree","voterank_plus",0.4961,19
"constraint","transitivity",0.496,18
"random_walk","voterank_plus",0.4958,19
"infection","load",0.4953,14
"markov","ncvoterank",0.4951,19
"effective_size","neighborhood_connectivity",-0.4951,19
"ego_betweenness","local_efficiency",-0.4948,18
"community_mediator","shapley_game2",0.4946,19
"current_flow_closeness","ncvoterank",0.4945,19
"neighborhood_connectivity","pagerank",-0.4944,19
"mnc","voterank_plus",0.4944,18
"mnc","ncvoterank",0.4943,18
"cross_clique","single_discount",0.4943,19
"dangalchev","entropy_variation_betweenness",0.4942,14
"decay","entropy_variation_betweenness",0.4942,14
"entropy_variation_betweenness","generalized_closeness",0.4942,14
"entropy_variation_betweenness","residual_closeness",0.4942,14
"fragmentation","shapley_game3",0.494,13
"epc","single_discount",0.4933,14
"information","voterank_plus",0.4933,19
"katz","shapley_game2",0.4932,19
"kreach","local_information_dimension",0.493,7
"local_volume_dimension","wvoterank",-0.4929,19
"second_order","subgraph",-0.4926,19
"neighborhood_connectivity","wvoterank",-0.4926,19
"onion","topological_coefficient",-0.4925,19
"comm_centrality","within_module_z",0.4925,19
"voterank_plus","within_module_z",0.4924,19
"ncvoterank","spanning_tree",0.4921,19
"ncvoterank","random_walk",0.4919,19
"harmonic","shapley_game3",0.4918,18
"reaching_local","shapley_game3",0.4918,18
"ego_betweenness","infection",0.4912,14
"onion","voterank",0.4911,19
"entropy_variation_betweenness","shapley_game2",0.4906,14
"constraint","within_module_z",-0.4905,19
"gateway","local_entropy",-0.4902,19
"expected_influence_2","topological_coefficient",-0.4898,19
"bottleneck","cross_clique",0.4897,19
"gateway","katz",0.4897,19
"fuzzy_local_dimension","shapley_game2",0.4897,19
"bottleneck","community_hub_bridge",0.4895,19
"delta_closeness","shapley_game3",0.4895,18
"gilschmidt","shapley_game3",0.4895,18
"information","ncvoterank",0.4894,19
"bridging","topological_coefficient",-0.4894,19
"semilocal","voterank",0.489,19
"hub","local_information_dimension",0.4886,19
"hide_information","within_module_z",-0.4886,19
"communicability","gateway",0.4884,19
"subgraph","within_module_z",0.488,19
"delta_betweenness","local_volume_dimension",-0.4879,19
"hub","second_order",-0.4878,19
"hub","single_discount",0.4877,19
"entropy_variation_betweenness","gravity",0.4875,14
"lac","shapley_game1",0.4871,18
"redundancy","shapley_game1",0.4871,18
"fuzzy_local_dimension","ncvoterank",0.487,19
"voterank","weighted_h_index",0.4868,19
"kreach","s_shell",0.4866,7
"comm_centrality","kreach",0.4865,7
"local_information_dimension","s_shell",0.4864,19
"degree","gateway",0.4863,19
"expected_influence_1","gateway",0.4863,19
"average_distance","ncvoterank",-0.4863,19
"barycenter","ncvoterank",0.4863,19
"closeness","ncvoterank",0.4863,19
"lin","ncvoterank",0.4863,19
"ncvoterank","radiality",0.4863,19
"gateway","strength",0.4863,19
"ncvoterank","wiener",-0.4863,19
"current_flow_betweenness","transitivity",-0.4861,18
"infection","shapley_game1",0.4858,14
"renewed_coreness","two_way_rw",0.4858,14
"coreness","delta_betweenness",0.4856,19
"delta_betweenness","local_hindex",0.4856,19
"delta_betweenness","s_core",0.4856,19
"delta_betweenness","weighted_kshell",0.4856,19
"authority","gateway",0.4855,19
"gravity","kreach",0.4854,7
"neighborhood_connectivity","voterank_plus",-0.4854,19
"collective_influence","within_module_z",0.4854,19
"nonbacktracking","topological_coefficient",-0.4853,19
"length_scaled_betweenness","local_volume_dimension",-0.4851,19
"community_hub_bridge","community_mediator",0.485,19
"bottleneck","hub",0.485,19
"ego_betweenness","neighborhood_connectivity",-0.485,19
"average_distance","entropy_variation_betweenness",-0.4844,14
"barycenter","entropy_variation_betweenness",0.4844,14
"closeness","entropy_variation_betweenness",0.4844,14
"entropy_variation_betweenness","lin",0.4844,14
"entropy_variation_betweenness","radiality",0.4844,14
"entropy_variation_betweenness","wiener",-0.4844,14
"diversity","s_shell",0.4841,5
"kreach","laplacian",0.4838,7
"expected","topological_coefficient",-0.4835,19
"local_volume_dimension","second_order",0.4833,19
"eigenvector","gateway",0.483,19
"centroid","shapley_game3",0.4829,18
"gateway","gravity",0.4828,19
"integration","ncvoterank",0.4828,19
"heatmap","local_information_dimension",-0.4827,19
"renewed_coreness","shapley_game1",0.4827,19
"gateway","subgraph",0.4825,19
"semilocal","topological_coefficient",-0.4825,19
"centroid","entropy_variation_degree",0.4814,19
"katz","voterank_plus",0.4812,19
"onion","within_module_z",0.4812,19
"gateway","modularity_vitality",-0.4811,19
"katz","ncvoterank",0.4807,19
"communicability_betweenness","single_discount",0.4807,19
"gateway","stress",0.4806,19
"bottleneck","closeness_vitality",-0.4803,19
"current_flow_betweenness","lac",0.4803,18
"current_flow_betweenness","redundancy",0.4803,18
"coreness","length_scaled_betweenness",0.4801,19
"length_scaled_betweenness","local_hindex",0.4801,19
"length_scaled_betweenness","s_core",0.4801,19
"length_scaled_betweenness","weighted_kshell",0.4801,19
"kpath","second_order",-0.48,19
"bottleneck","entropy_variation_betweenness",0.4799,14
"entropy_variation_betweenness","local_dimension",-0.4799,14
"betweenness","local_volume_dimension",-0.4796,19
"local_volume_dimension","percolation",-0.4796,19
"flow_coefficient","heatmap",-0.4791,18
"bottleneck","two_way_rw",0.4788,14
"gravity","ncvoterank",0.4785,19
"kpath","kreach",0.4784,7
"flow_coefficient","kreach",0.4783,6
"community_hub_bridge","single_discount",0.4779,19
"leverage","local_entropy",-0.4778,19
"local_dimension","voterank_plus",-0.4777,19
"entropy_variation_betweenness","mnc",0.4772,13
"community_mediator","local_information_dimension",0.4771,19
"bridging","current_flow_betweenness",0.4765,19
"collective_influence","local_volume_dimension",-0.4764,19
"entropy_variation_betweenness","integration",0.4762,14
