"measure_1","measure_2","tau","networks"
"cross_clique","transitivity",-0.1119,18
"collective_influence","modularity_vitality",-0.1115,19
"geodesic_kpath","node_contraction",0.1114,19
"access_information","degree_discount",0.1112,19
"power","rumor",-0.1112,18
"centroid","degree_discount",0.1111,19
"access_information","flow_coefficient",-0.1106,18
"average_distance","power",0.1105,18
"barycenter","power",-0.1105,18
"closeness","power",-0.1105,18
"lin","power",-0.1105,18
"power","radiality",-0.1105,18
"power","wiener",0.1105,18
"local_volume_dimension","rumor",-0.1104,19
"alpha","ncvoterank",-0.1102,18
"local_efficiency","shapley_game3",-0.11,17
"comm_centrality","entropy",-0.1097,5
"alpha","node_contraction",-0.1097,18
"access_information","delta_closeness",0.1096,19
"access_information","gilschmidt",0.1096,19
"dmnc","power",0.1096,17
"distance_entropy","gateway",0.1095,19
"eccentricity","local_volume_dimension",0.1095,18
"degree_discount","rumor",0.1094,19
"distance_entropy","kreach",0.1088,7
"dmnc","stress",-0.1082,18
"ncvoterank","power",-0.1073,18
"access_information","harmonic",0.1072,19
"access_information","reaching_local",0.1072,19
"node_contraction","power",-0.1069,18
"entropy","semilocal",-0.1062,5
"alpha","average_distance",0.106,18
"alpha","barycenter",-0.106,18
"alpha","closeness",-0.106,18
"alpha","lin",-0.106,18
"alpha","radiality",-0.106,18
"alpha","wiener",0.106,18
"access_information","comm_centrality",0.1058,19
"clusterrank","power",0.1057,17
"alpha","shapley_game3",-0.1055,17
"modularity_vitality","within_module_z",0.1054,19
"integration","power",-0.1053,18
"rumor","within_module_z",0.1051,19
"dmnc","enrenew",0.1049,18
"alpha","entropy_variation_degree",-0.1048,18
"local_entropy","neighborhood_connectivity",0.1045,19
"alpha","local_bridging",0.1043,18
"alpha","neighborhood_connectivity",0.1043,18
"entropy","weighted_h_index",-0.1043,5
"epc","rumor",0.1042,14
"alpha","enrenew",-0.1039,18
"entropy","kpath",-0.1032,5
"entropy","gravity",-0.1029,5
"degree_discount","mnc",0.1029,18
"access_information","local_dimension_fixed",-0.1026,19
"access_information","shapley_game2",0.1026,19
"enrenew","power",-0.1025,18
"clusterrank","shapley_game3",0.1017,17
"delta_betweenness","geodesic_kpath",0.1015,19
"access_information","fuzzy_local_dimension",0.101,19
"local_bridging","power",0.1009,18
"degree_discount","harary",0.1008,19
"geodesic_kpath","shapley_game3",-0.1006,18
"closeness_vitality","dmnc",-0.1003,18
"geodesic_kpath","leverage",0.1003,19
"community_hub_bridge","rumor",0.0999,19
"alpha","integration",-0.0994,18
"alpha","flow_betweenness",-0.0993,18
"infection","transitivity",-0.0993,13
"clusterrank","two_way_rw",0.0993,13
"diffusion","entropy",-0.099,5
"modularity_vitality","voterank_plus",-0.0988,19
"geodesic_kpath","length_scaled_betweenness",0.0987,19
"geodesic_kpath","lac",0.0985,18
"geodesic_kpath","redundancy",0.0985,18
"access_information","dangalchev",0.0982,19
"access_information","decay",0.0982,19
"access_information","generalized_closeness",0.0982,19
"access_information","residual_closeness",0.0982,19
"flow_betweenness","power",-0.0981,18
"neighborhood_connectivity","power",0.0981,18
"access_information","bridging",-0.098,19
"access_information","katz",0.098,19
"betweenness","geodesic_kpath",0.0979,19
"geodesic_kpath","percolation",0.0979,19
"community_hub_bridge","participation",0.0974,19
"dmnc","topological_coefficient",0.0973,18
"bridging","second_order",-0.0972,19
"centroid","dmnc",0.0971,18
"dangalchev","power",-0.0971,18
"decay","power",-0.0971,18
"generalized_closeness","power",-0.0971,18
"power","residual_closeness",-0.0971,18
"dmnc","integration",0.0966,18
"communicability","entropy",-0.0965,5
"enrenew","rumor",0.0964,19
"alpha","rumor",-0.0963,18
"entropy_variation_degree","power",-0.0962,18
"eccentricity","power",0.0959,17
"alpha","dangalchev",-0.0958,18
"alpha","decay",-0.0958,18
"alpha","generalized_closeness",-0.0958,18
"alpha","residual_closeness",-0.0958,18
"average_distance","dmnc",-0.0957,18
"barycenter","dmnc",0.0957,18
"closeness","dmnc",0.0957,18
"dmnc","lin",0.0957,18
"dmnc","radiality",0.0957,18
"dmnc","wiener",-0.0957,18
"dmnc","local_bridging",-0.095,18
"alpha","pagerank",-0.095,18
"geodesic_kpath","stress",0.0949,19
"community_hub_bridge","local_efficiency",-0.0947,18
"entropy","expected_influence_2",-0.0945,5
"second_order","within_module_z",-0.0943,19
"geodesic_kpath","load",0.094,19
"clusterrank","entropy_variation_betweenness",-0.0938,13
"dmnc","participation",-0.093,18
"access_information","kpath",0.0927,19
"pagerank","power",-0.0927,18
"alpha","centroid",-0.0925,18
"entropy","local_dimension",0.0925,5
"entropy","subgraph",-0.0924,5
"centroid","power",-0.0923,18
"dmnc","node_contraction_improved",0.0922,13
"entropy","expected",-0.0916,5
"dmnc","hide_information",-0.0911,18
"alpha","eccentricity",0.0906,17
"dmnc","pagerank",0.0906,18
"degree_discount","fragmentation",0.0904,14
"entropy","hub",-0.0904,5
"degree_discount","hub",0.0902,19
"authority","entropy",-0.0898,5
"access_information","collective_influence",0.0896,19
"alpha","harmonic",-0.0895,18
"alpha","reaching_local",-0.0895,18
"harmonic","power",-0.0894,18
"power","reaching_local",-0.0894,18
"entropy_variation_betweenness","rumor",-0.0894,14
"enrenew","geodesic_kpath",0.0893,19
"eigenvector","entropy",-0.0892,5
"access_information","average_distance",-0.089,19
"access_information","barycenter",0.089,19
"access_information","closeness",0.089,19
"alpha","delta_closeness",-0.089,18
"alpha","gilschmidt",-0.089,18
"access_information","integration",0.089,19
"access_information","lin",0.089,19
"access_information","radiality",0.089,19
"access_information","wiener",-0.089,19
"alpha","degree",-0.0889,18
"alpha","expected_influence_1",-0.0889,18
"alpha","harary",-0.0889,18
"entropy","lac",0.0889,5
"delta_closeness","power",-0.0889,18
"gilschmidt","power",-0.0889,18
"entropy","redundancy",0.0889,5
"alpha","strength",-0.0889,18
"community_mediator","power",-0.0887,18
"degree_discount","markov",0.0883,19
"alpha","node_contraction_improved",-0.0883,14
"entropy_variation_degree","second_order",0.0883,19
"diversity","local_dimension_fixed",-0.0882,5
"alpha","community_mediator",-0.0881,18
"access_information","nonbacktracking",0.0881,19
"access_information","laplacian",0.0876,19
"harary","power",-0.0875,18
"dmnc","ncvoterank",-0.0874,18
"geodesic_kpath","two_way_rw",0.0873,14
"hindex_strength","rumor",0.0872,19
"lobby","rumor",0.0872,19
"degree_discount","delta_closeness",0.087,19
"degree_discount","gilschmidt",0.087,19
"power","single_discount",-0.0868,18
"entropy","hindex_strength",-0.0867,5
"entropy","lobby",-0.0867,5
"entropy","local_information_dimension",-0.0867,5
"dmnc","voterank_plus",-0.0861,18
"alpha","single_discount",-0.0859,18
"alpha","current_flow_closeness",-0.0858,18
"degree","power",-0.0855,18
"expected_influence_1","power",-0.0855,18
"power","strength",-0.0855,18
"access_information","subgraph",0.0855,19
"diffusion","local_efficiency",-0.0854,18
"degree_discount","harmonic",0.0852,19
"degree_discount","reaching_local",0.0852,19
"eccentricity","neighborhood_connectivity",0.0848,18
"local_efficiency","mnc",-0.0847,18
"alpha","fuzzy_local_dimension",-0.0846,18
"expected_influence_2","local_efficiency",-0.0846,18
"node_contraction_improved","power",-0.0846,14
"degree_discount","epc",0.0844,14
"distance_entropy","local_information_dimension",0.0844,19
"mnc","power",-0.0844,17
"comm_centrality","degree_discount",0.0839,19
"communicability_betweenness","power",-0.0838,18
"local_efficiency","semilocal",-0.0837,18
"access_information","closeness_vitality",-0.0834,19
"second_order","shapley_game2",-0.0832,19
"alpha","communicability_betweenness",-0.0828,18
"entropy","shapley_game2",0.0827,5
"access_information","centroid",0.0826,19
"degree_discount","random_walk",0.0826,19
"access_information","current_flow_betweenness",0.0825,19
"current_flow_closeness","power",-0.0824,18
"entropy_variation_degree","geodesic_kpath",0.0823,19
"dangalchev","degree_discount",0.0822,19
"decay","degree_discount",0.0822,19
"degree_discount","generalized_closeness",0.0822,19
"alpha","information",-0.0822,18
"degree_discount","residual_closeness",0.0822,19
"alpha","spanning_tree",-0.0822,18
"alpha","mnc",-0.0821,17
"fuzzy_local_dimension","power",-0.0821,18
"current_flow_closeness","degree_discount",0.0819,19
"alpha","random_walk",-0.0818,18
"degree_discount","shapley_game3",-0.0816,18
"expected","local_efficiency",-0.0813,18
"degree_discount","spanning_tree",0.0813,19
"degree_discount","gravity",0.0812,19
"communicability","local_efficiency",-0.0812,18
"hindex_strength","local_efficiency",-0.0811,18
"lobby","local_efficiency",-0.0811,18
"access_information","markov",0.081,19
"coreness","transitivity",-0.0808,18
"local_hindex","transitivity",-0.0808,18
"s_core","transitivity",-0.0808,18
"transitivity","weighted_kshell",-0.0808,18
"entropy","local_volume_dimension",0.0805,5
"degree_discount","information",0.0804,19
"power","spanning_tree",-0.0802,18
"constraint","degree_discount",-0.0801,19
"eccentricity","fuzzy_local_dimension",-0.0799,18
"dmnc","flow_betweenness",0.0796,18
"dmnc","effective_size",-0.0795,18
"authority","local_efficiency",-0.0795,18
"hub","local_efficiency",-0.0794,18
"clusterrank","fragmentation",0.0793,13
"eigenvector","local_efficiency",-0.0793,18
"information","power",-0.0792,18
"degree_discount","local_entropy",0.0791,19
"power","random_walk",-0.0789,18
"clusterrank","constraint",-0.0784,18
"ncvoterank","second_order",-0.0782,19
"alpha","within_module_z",-0.0782,18
"alpha","community_based",-0.0778,18
"eccentricity","geodesic_kpath",0.0778,18
"access_information","authority",0.0776,19
"entropy","s_shell",-0.0771,5
"closeness_vitality","power",0.0767,18
"access_information","communicability",0.0762,19
"closeness_vitality","geodesic_kpath",-0.0761,19
"access_information","eigenvector",0.076,19
"dmnc","local_dimension_fixed",-0.0758,18
"neighborhood_connectivity","participation",-0.0756,19
"power","within_module_z",-0.0755,18
"dmnc","node_contraction",0.0748,18
"geodesic_kpath","local_efficiency",0.0746,18
"cross_clique","entropy",-0.0744,5
"community_based","power",-0.0744,18
"clusterrank","leverage",0.0741,18
"entropy_variation_degree","modularity_vitality",0.0741,19
"alpha","markov",-0.0735,18
"alpha","two_way_rw",-0.0734,14
"dmnc","entropy_variation_betweenness",-0.073,13
"degree_discount","local_information_dimension",0.0729,19
"dmnc","shapley_game3",0.0726,17
"power","two_way_rw",-0.0724,14
"alpha","closeness_vitality",0.0723,18
"alpha","hide_information",0.0723,18
"local_efficiency","subgraph",-0.0722,18
"cross_clique","degree_discount",0.0717,19
"alpha","shapley_game2",-0.0716,18
"onion","rumor",0.0714,19
"dmnc","kreach",0.0713,6
"geodesic_kpath","shapley_game2",-0.0711,19
"power","shapley_game2",-0.0707,18
"markov","power",-0.0703,18
"local_efficiency","weighted_h_index",-0.0703,18
"access_information","random_walk",0.0702,19
"access_information","information",0.0701,19
"hide_information","power",0.0701,18
"access_information","spanning_tree",0.07,19
"alpha","local_dimension",0.0698,18
"access_information","current_flow_closeness",0.0697,19
"local_information_dimension","power",-0.0695,18
"distance_entropy","modularity_vitality",0.0694,19
"clusterrank","heatmap",-0.0686,18
"degree_discount","katz",0.0684,19
"bridging","lac",0.0684,18
"bridging","redundancy",0.0684,18
"local_efficiency","local_information_dimension",-0.0682,18
"local_efficiency","nonbacktracking",-0.0678,18
"gateway","power",-0.0671,18
"alpha","entropy_variation_betweenness",-0.067,14
"dmnc","gateway",-0.0669,18
"eccentricity","local_information_dimension",0.0669,18
"alpha","gravity",-0.0668,18
"alpha","local_dimension_fixed",0.0667,18
"bridging","degree_discount",0.0666,19
"access_information","communicability_betweenness",0.0659,19
"community_mediator","degree_discount",0.0659,19
"access_information","diffusion",0.0659,19
"average_distance","degree_discount",-0.0656,19
"barycenter","degree_discount",0.0656,19
"closeness","degree_discount",0.0656,19
"degree_discount","lin",0.0656,19
"degree_discount","radiality",0.0656,19
"degree_discount","wiener",-0.0656,19
"gravity","power",-0.0653,18
"alpha","second_order",-0.0651,18
"geodesic_kpath","shapley_game1",0.0651,19
"alpha","collective_influence",-0.0642,18
"rumor","shapley_game2",0.0641,19
"dmnc","entropy_variation_degree",-0.0639,18
"alpha","hindex_strength",-0.0637,18
"alpha","lobby",-0.0637,18
"lac","transitivity",0.0637,18
"redundancy","transitivity",0.0637,18
"alpha","comm_centrality",-0.0636,18
"local_dimension","power",0.0635,18
"alpha","gateway",-0.0634,18
"distance_entropy","local_efficiency",-0.0632,18
"access_information","hide_information",0.0627,19
"degree_discount","integration",0.0627,19
"access_information","expected_influence_2",0.0621,19
"alpha","katz",-0.062,18
"diversity","modularity_vitality",-0.0619,5
"alpha","laplacian",-0.0616,18
"laplacian","power",-0.0615,18
"access_information","hub",0.061,19
"dmnc","modularity_vitality",0.061,18
"katz","power",-0.061,18
"hindex_strength","power",-0.0609,18
"lobby","power",-0.0609,18
"entropy_variation_betweenness","modularity_vitality",-0.0607,14
"local_dimension_fixed","power",0.0605,18
"geodesic_kpath","power",0.06,18
"collective_influence","rumor",0.06,19
"degree_discount","kpath",0.0598,19
"degree_discount","hide_information",-0.0594,19
"alpha","kpath",-0.0593,18
"kpath","power",-0.0592,18
"second_order","voterank_plus",-0.0589,19
"collective_influence","power",-0.0587,18
"comm_centrality","power",-0.0587,18
"access_information","expected",0.0586,19
"renewed_coreness","rumor",0.0583,19
"alpha","local_information_dimension",-0.0581,18
"rumor","s_shell",0.0576,19
"clusterrank","percolation",-0.0568,18
"betweenness","clusterrank",-0.0567,18
"clusterrank","topological_coefficient",0.0567,18
"geodesic_kpath","neighborhood_connectivity",0.0566,19
"dmnc","two_way_rw",0.0565,13
"cross_clique","power",-0.0556,18
"alpha","community_hub_bridge",-0.0555,18
"alpha","cross_clique",-0.0554,18
"participation","power",-0.0554,18
"power","subgraph",-0.0552,18
"access_information","local_volume_dimension",-0.0549,19
"clusterrank","ego_betweenness",-0.0548,18
"clusterrank","shapley_game2",0.0542,18
"clusterrank","load",-0.0541,18
"alpha","subgraph",-0.0535,18
"access_information","semilocal",0.0534,19
"participation","within_module_z",0.0533,19
"modularity_vitality","neighborhood_connectivity",-0.0524,19
"power","second_order",-0.0519,18
"infection","local_efficiency",-0.0517,13
"community_hub_bridge","power",-0.0515,18
"access_information","s_shell",0.0515,19
"local_efficiency","second_order",-0.0514,18
"dmnc","voterank",-0.0512,18
"alpha","local_volume_dimension",0.0505,18
"distance_entropy","participation",0.0503,19
"alpha","geodesic_kpath",0.0495,18
"degree_discount","laplacian",0.0495,19
"alpha","diffusion",-0.0493,18
"diffusion","power",-0.0492,18
"clusterrank","voterank_plus",-0.0486,18
"local_volume_dimension","power",0.0483,18
"alpha","participation",-0.048,18
"communicability","power",-0.0478,18
"collective_influence","degree_discount",0.0476,19
"entropy","geodesic_kpath",-0.0475,5
"degree_discount","subgraph",0.0474,19
"alpha","renewed_coreness",-0.0471,18
"degree_discount","gateway",0.047,19
"alpha","communicability",-0.0466,18
"alpha","expected_influence_2",-0.0465,18
"expected_influence_2","power",-0.0464,18
"clusterrank","wvoterank",0.0464,18
"alpha","expected",-0.0462,18
"expected","power",-0.0461,18
"clusterrank","length_scaled_betweenness",-0.046,18
"degree_discount","nonbacktracking",0.0459,19
"entropy_variation_betweenness","power",-0.0455,14
"hub","power",-0.0453,18
"clusterrank","current_flow_betweenness",0.0452,18
"clusterrank","eccentricity",-0.0446,17
"alpha","hub",-0.0444,18
"access_information","constraint",0.044,19
"clusterrank","ncvoterank",-0.044,18
"clusterrank","shapley_game1",0.044,18
"local_efficiency","local_entropy",0.0439,18
"local_efficiency","local_volume_dimension",0.0438,18
"access_information","weighted_h_index",0.0438,19
"alpha","semilocal",-0.0437,18
"alpha","epc",-0.0434,14
"flow_coefficient","second_order",-0.0432,18
"authority","power",-0.0431,18
"power","semilocal",-0.0431,18
"community_mediator","dmnc",0.0427,18
"eigenvector","power",-0.0426,18
"geodesic_kpath","within_module_z",0.0426,19
"communicability","degree_discount",0.0425,19
"local_entropy","power",0.0421,18
"alpha","authority",-0.0419,18
"degree_discount","eigenvector",0.0417,19
"alpha","eigenvector",-0.0415,18
"epc","power",-0.0415,14
"degree_discount","eccentricity",0.0414,18
"alpha","coreness",-0.0412,18
