config_1,config_2,networks,mean_tau_b,mean_abs_tau_b,median_tau_b,min_tau_b,max_tau_b,min_abs_tau_b,mean_spearman,mean_pearson,domain_balanced_tau_b,mean_tau_without_kite,networks_abs_tau_ge_099,mean_raw_tie_sensitivity,max_raw_tie_sensitivity
harmonic,subgraph,19,0.845160351338745,0.845160351338745,0.850302032547907,0.723270616851943,0.96306487367986,0.723270616851943,0.9426916255198066,0.9415264140362665,0.8095908681686219,0.8418491539263472,0,0.005224983377917681,0.030678862928255946
reaching_local,subgraph,19,0.845160351338745,0.845160351338745,0.850302032547907,0.723270616851943,0.96306487367986,0.723270616851943,0.9426916255198066,0.9415264140362665,0.8095908681686219,0.8418491539263472,0,0.005209784204586422,0.030678862928255946
diffusion_centrality,hindex_strength,19,0.8451497559435148,0.8451497559435148,0.865969926352705,0.684712372008446,0.92476821846386,0.684712372008446,0.9359914347942183,0.8594108868667807,0.8541575758162083,0.8436096556657118,0,0.0,0.0
diffusion_centrality,lobby,19,0.8451497559435148,0.8451497559435148,0.865969926352705,0.684712372008446,0.92476821846386,0.684712372008446,0.9359914347942183,0.8594108868667807,0.8541575758162083,0.8436096556657118,0,0.0,0.0
diffusion_centrality,improved_closeness,19,0.8450938961977711,0.8450938961977711,0.85662136178209,0.68272386925159,0.955555555555556,0.68272386925159,0.9456663298816036,0.9564467175034558,0.8149924522154091,0.8523610174151075,0,0.0,0.0
epc,node_contraction_improved,8,0.8450700862349738,0.8450700862349738,0.8554731740455379,0.776141015588718,0.894545454545454,0.776141015588718,0.9518888141696144,0.6375638029441932,0.8486894766186656,0.840925378292306,0,0.0028474633177198727,0.012509599477966926
mnc,pagerank,18,0.8449915232445901,0.8449915232445901,0.892886810657014,0.384399984083439,0.956993837053495,0.384399984083439,0.9194277963357365,0.9379286866816746,0.8210757375049561,0.8479181750251777,0,0.002641487340840434,0.02696511762806597
expected_force,fragmentation,14,0.8449054848461355,0.8449054848461355,0.875616673603429,0.380952380952381,0.964950504732767,0.380952380952381,0.9226171777482656,0.8213599694193846,0.7278660982219222,0.8805941851456551,0,0.003848262068254659,0.011136562344860046
expected,graph_regularization,19,0.844890217980651,0.844890217980651,0.845330240837713,0.694895208741677,0.965279599847812,0.694895208741677,0.9420538891827294,0.940325252767176,0.8518911586420903,0.8415640131594702,0,0.002415618055868102,0.009773519111684004
controlrank,hide_information,14,-0.8448621913769422,0.8448621913769422,-0.855499710032863,-0.958791208791209,-0.687272727272727,0.687272727272727,-0.938245932583635,-0.9224645361430439,-0.8384086746216071,-0.8439175247795642,0,0.00493253160475344,0.04810302218696694
expected,weighted_leaderrank,19,0.844790547473558,0.844790547473558,0.845297996594978,0.652019026293211,1.0,0.652019026293211,0.9410457136671014,0.9273350398335714,0.8538286404663591,0.8361678001109779,1,0.0015949921591469935,0.011696308796474986
average_distance,bridging_capital,14,-0.8447849899286678,0.8447849899286678,-0.858435949218371,-0.96117554673675,-0.698845904432226,0.698845904432226,-0.9308129762802985,-0.8838657894124062,-0.7707839635852032,-0.8560110734283941,0,0.0,0.0
barycenter,bridging_capital,14,0.8447849899286678,0.8447849899286678,0.858435949218371,0.698845904432226,0.96117554673675,0.698845904432226,0.9308129762802985,0.9385164171345737,0.7707839635852032,0.8560110734283941,0,0.0,0.0
bridging_capital,closeness,14,0.8447849899286678,0.8447849899286678,0.858435949218371,0.698845904432226,0.96117554673675,0.698845904432226,0.9308129762802985,0.9385164171345737,0.7707839635852032,0.8560110734283941,0,0.0,0.0
bridging_capital,integration,14,0.8447849899286678,0.8447849899286678,0.858435949218371,0.698845904432226,0.96117554673675,0.698845904432226,0.9308129762802985,0.8838657894124061,0.7707839635852032,0.8560110734283941,0,0.0185344059863125,0.05965468255581308
bridging_capital,lin,14,0.8447849899286678,0.8447849899286678,0.858435949218371,0.698845904432226,0.96117554673675,0.698845904432226,0.9308129762802985,0.9385164171345738,0.7707839635852032,0.8560110734283941,0,0.0,0.0
bridging_capital,radiality,14,0.8447849899286678,0.8447849899286678,0.858435949218371,0.698845904432226,0.96117554673675,0.698845904432226,0.9308129762802985,0.8838657894124063,0.7707839635852032,0.8560110734283941,0,0.0,0.0
bridging_capital,wiener,14,-0.8447849899286678,0.8447849899286678,-0.858435949218371,-0.96117554673675,-0.698845904432226,0.698845904432226,-0.9308129762802985,-0.8838657894124063,-0.7707839635852032,-0.8560110734283941,0,0.0,0.0
delta_closeness,hub,19,0.8447428216055871,0.8447428216055871,0.850302032547907,0.720683817179921,0.96306487367986,0.720683817179921,0.9438402029982383,0.9505653755966136,0.8043148437745422,0.8414084280969027,0,0.007191187247283041,0.04313761599556498
gilschmidt,hub,19,0.8447428216055871,0.8447428216055871,0.850302032547907,0.720683817179921,0.96306487367986,0.720683817179921,0.9438402029982383,0.9505653755966136,0.8043148437745422,0.8414084280969027,0,0.007191187247283041,0.04313761599556498
harmonic,hub,19,0.8447428216055871,0.8447428216055871,0.850302032547907,0.720683817179921,0.96306487367986,0.720683817179921,0.9438402029982383,0.9505653755966136,0.8043148437745422,0.8414084280969027,0,0.004995951406166838,0.030678862928255946
hub,reaching_local,19,0.8447428216055871,0.8447428216055871,0.850302032547907,0.720683817179921,0.96306487367986,0.720683817179921,0.9438402029982383,0.9505653755966136,0.8043148437745422,0.8414084280969027,0,0.004948164300676472,0.030678862928255946
local_bridging,mnc,18,-0.844628136175336,0.844628136175336,-0.8933222855247335,-0.940258273982182,-0.458664322106004,0.458664322106004,-0.9193861871291326,-0.47582801658210855,-0.8475163773076221,-0.8418632629199454,0,8.138865802001208e-06,0.00014649958443602173
current_flow_closeness,expected,19,0.8444486176346448,0.8444486176346448,0.848393031565385,0.687541820289384,0.965279599847812,0.687541820289384,0.9420527156974241,0.9409138176373042,0.8441209427736911,0.8463888847519135,0,0.0032770454893941555,0.027449508935808997
expected,information,19,0.8444486176346448,0.8444486176346448,0.848393031565385,0.687541820289384,0.965279599847812,0.687541820289384,0.9420527156974241,0.9409138176373041,0.8441209427736911,0.8463888847519135,0,0.0020284678201843635,0.00816683907997895
expected,random_walk,19,0.8444486176346448,0.8444486176346448,0.848393031565385,0.687541820289384,0.965279599847812,0.687541820289384,0.9420527156974241,0.9409138176373042,0.8441209427736911,0.8463888847519135,0,0.0015199894487711511,0.00816683907997895
expected,spanning_tree,19,0.8444486176346448,0.8444486176346448,0.848393031565385,0.687541820289384,0.965279599847812,0.687541820289384,0.9420527156974241,0.9170813660242843,0.8441209427736911,0.8463888847519135,0,0.0027559929858938896,0.009468440454289961
mcgm,node_contraction_improved,8,0.8443443096657455,0.8443443096657455,0.8834107498341075,0.716363636363636,0.904761904761905,0.716363636363636,0.9450478686276955,0.9735036649599821,0.8696542377770085,0.8357132246520085,0,0.004854019281722757,0.01816926345028902
fragmentation,mcgm,14,0.8443384308518715,0.8443384308518715,0.9055221095545715,0.380952380952381,0.964950504732767,0.380952380952381,0.9198318913824569,0.8733300947842223,0.7291209298656958,0.8799835116133707,0,0.004445353099887568,0.015802054570262958
betweenness,ego_betweenness,19,0.8442972504729835,0.8442972504729835,0.862262225044817,0.66688592885535,0.945181272905181,0.66688592885535,0.9430191324239091,0.9589019061635635,0.8250104231875978,0.8541534350072965,0,0.00020222318420299633,0.002942209168509957
ego_betweenness,percolation,19,0.8442972504729835,0.8442972504729835,0.862262225044817,0.66688592885535,0.945181272905181,0.66688592885535,0.9430191324239091,0.9589019061635635,0.8250104231875978,0.8541534350072965,0,0.000154853114132103,0.002942209168509957
godfather,harary,19,0.844266691095307,0.844266691095307,0.866478999842948,0.668260579234629,0.941057533311887,0.668260579234629,0.9331395213302599,0.8950012715982917,0.8244215247012681,0.8438890352479914,0,0.001236517483466584,0.016822776934588002
beta_measure,pagerank,19,0.8442164735997355,0.8442164735997355,0.847272727272727,0.740418844117922,0.955527476325712,0.740418844117922,0.9417574457398401,0.9680445103579275,0.8117368891262505,0.8487893464716785,0,0.004770273737004741,0.05717727778527293
cross_clique,hybrid_global_structure,19,0.8440834818587845,0.8440834818587845,0.842221166021597,0.728219081254419,1.0,0.728219081254419,0.9483877515243456,0.8166830821195831,0.8427063459353779,0.8354214530731614,1,7.152512922001691e-06,0.00013589774551803213
current_flow_closeness,pagerank,19,0.8440792654214176,0.8440792654214176,0.842105263157895,0.715328467153285,0.941916747337851,0.715328467153285,0.9572839011475952,0.8891786285419405,0.8198194472338808,0.8459990129712848,0,0.00969078620759248,0.12063492063492098
information,pagerank,19,0.8440792654214176,0.8440792654214176,0.842105263157895,0.715328467153285,0.941916747337851,0.715328467153285,0.9572839011475952,0.8891786285419406,0.8198194472338808,0.8459990129712848,0,0.004287735147554744,0.027449508935808997
pagerank,random_walk,19,0.8440792654214176,0.8440792654214176,0.842105263157895,0.715328467153285,0.941916747337851,0.715328467153285,0.9572839011475952,0.8891786285419405,0.8198194472338808,0.8459990129712848,0,0.003450419497437582,0.027449508935808997
pagerank,spanning_tree,19,0.8440792654214176,0.8440792654214176,0.842105263157895,0.715328467153285,0.941916747337851,0.715328467153285,0.9572839011475952,0.9808547197660081,0.8198194472338808,0.8459990129712848,0,0.006073115469918265,0.05933003610628895
average_distance,gravity,19,-0.8440683762482805,0.8440683762482805,-0.88540128559713,-0.971857227459303,-0.535512772917721,0.535512772917721,-0.9278294807575026,-0.8969152326383898,-0.7431095233951033,-0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
barycenter,gravity,19,0.8440683762482805,0.8440683762482805,0.88540128559713,0.535512772917721,0.971857227459303,0.535512772917721,0.9278294807575026,0.8840491260625518,0.7431095233951033,0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
closeness,gravity,19,0.8440683762482805,0.8440683762482805,0.88540128559713,0.535512772917721,0.971857227459303,0.535512772917721,0.9278294807575026,0.8840491260625518,0.7431095233951033,0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
gravity,integration,19,0.8440683762482805,0.8440683762482805,0.88540128559713,0.535512772917721,0.971857227459303,0.535512772917721,0.9278294807575026,0.8969152326383898,0.7431095233951033,0.8521362913491723,0,0.016848175682667953,0.07191099214909602
gravity,lin,19,0.8440683762482805,0.8440683762482805,0.88540128559713,0.535512772917721,0.971857227459303,0.535512772917721,0.9278294807575026,0.8840491260625516,0.7431095233951033,0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
gravity,radiality,19,0.8440683762482805,0.8440683762482805,0.88540128559713,0.535512772917721,0.971857227459303,0.535512772917721,0.9278294807575026,0.8969152326383899,0.7431095233951033,0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
gravity,wiener,19,-0.8440683762482805,0.8440683762482805,-0.88540128559713,-0.971857227459303,-0.535512772917721,0.535512772917721,-0.9278294807575026,-0.8969152326383899,-0.7431095233951033,-0.8521362913491723,0,0.00012612040633215655,0.001606262177353046
degree,mcc,14,0.8439455423009963,0.8439455423009963,0.8595823318724785,0.614763988875249,1.0,0.614763988875249,0.9274218173081299,0.866028533148601,0.9269793675311765,0.8337951937896473,1,0.0,0.0
expected_influence_1,mcc,14,0.8439455423009963,0.8439455423009963,0.8595823318724785,0.614763988875249,1.0,0.614763988875249,0.9274218173081299,0.866028533148601,0.9269793675311765,0.8337951937896473,1,0.0,0.0
map_equation,mcc,14,0.8439455423009963,0.8439455423009963,0.8595823318724785,0.614763988875249,1.0,0.614763988875249,0.9274218173081299,0.8661417893473484,0.9269793675311765,0.8337951937896473,1,0.005576740730619288,0.021811031455237995
mcc,strength,14,0.8439455423009963,0.8439455423009963,0.8595823318724785,0.614763988875249,1.0,0.614763988875249,0.9274218173081299,0.866028533148601,0.9269793675311765,0.8337951937896473,1,0.0,0.0
graph_regularization,improved_closeness,19,0.8438265888297621,0.8438265888297621,0.860606060606061,0.664233576642336,0.947725072604066,0.664233576642336,0.9414402461676851,0.9564779008786282,0.8216515658857644,0.8457322987912039,0,0.002403024119837271,0.010119712876222042
effective_size,stress,19,0.843640483801549,0.843640483801549,0.847817973869995,0.584491791208572,0.977707296853816,0.584491791208572,0.9339250970297363,0.9444386168732912,0.8154389708555468,0.85346018129856,0,0.0051529247428831965,0.05933276204858695
improved_closeness,subgraph,19,0.8435682013002582,0.8435682013002582,0.857664233576642,0.638095238095238,0.97037037037037,0.638095238095238,0.9407715551161494,0.9115492177550206,0.802568984544862,0.8507505616899551,0,0.003123718692134575,0.02422015494335994
dangalchev,improved_closeness,19,0.8435147958852766,0.8435147958852766,0.851039447244437,0.650723105045886,0.951602155886787,0.650723105045886,0.9396177730905958,0.9674692099461405,0.8493694898447254,0.840112178725464,0,0.0,0.0
decay,improved_closeness,19,0.8435147958852766,0.8435147958852766,0.851039447244437,0.650723105045886,0.951602155886787,0.650723105045886,0.9396177730905958,0.9674692099461405,0.8493694898447254,0.840112178725464,0,0.0,0.0
generalized_closeness,improved_closeness,19,0.8435147958852766,0.8435147958852766,0.851039447244437,0.650723105045886,0.951602155886787,0.650723105045886,0.9396177730905958,0.9674692099461405,0.8493694898447254,0.840112178725464,0,0.0,0.0
improved_closeness,residual_closeness,19,0.8435147958852766,0.8435147958852766,0.851039447244437,0.650723105045886,0.951602155886787,0.650723105045886,0.9396177730905958,0.9674692099461405,0.8493694898447254,0.840112178725464,0,0.0,0.0
dangalchev,diffusion,19,0.8434708296721918,0.8434708296721918,0.841450988820752,0.760553803687533,0.955628079288509,0.760553803687533,0.9409882925402068,0.9531566238474554,0.8310381484913179,0.8453567752359907,0,0.0,0.0
decay,diffusion,19,0.8434708296721918,0.8434708296721918,0.841450988820752,0.760553803687533,0.955628079288509,0.760553803687533,0.9409882925402068,0.9531566238474554,0.8310381484913179,0.8453567752359907,0,0.0,0.0
diffusion,generalized_closeness,19,0.8434708296721918,0.8434708296721918,0.841450988820752,0.760553803687533,0.955628079288509,0.760553803687533,0.9409882925402068,0.9531566238474554,0.8310381484913179,0.8453567752359907,0,0.0,0.0
diffusion,residual_closeness,19,0.8434708296721918,0.8434708296721918,0.841450988820752,0.760553803687533,0.955628079288509,0.760553803687533,0.9409882925402068,0.9531566238474554,0.8310381484913179,0.8453567752359907,0,0.0,0.0
average_distance,mdd,19,-0.843462661172605,0.843462661172605,-0.916024693809846,-0.979142999755861,-0.527847697089414,0.527847697089414,-0.9173818067964592,-0.9043174576583721,-0.7446068608415553,-0.8514969254359595,0,0.0,0.0
barycenter,mdd,19,0.843462661172605,0.843462661172605,0.916024693809846,0.527847697089414,0.979142999755861,0.527847697089414,0.9173818067964592,0.9214487982208024,0.7446068608415553,0.8514969254359595,0,0.0,0.0
closeness,mdd,19,0.843462661172605,0.843462661172605,0.916024693809846,0.527847697089414,0.979142999755861,0.527847697089414,0.9173818067964592,0.9214487982208024,0.7446068608415553,0.8514969254359595,0,0.0,0.0
integration,mdd,19,0.843462661172605,0.843462661172605,0.916024693809846,0.527847697089414,0.979142999755861,0.527847697089414,0.9173818067964592,0.904317457658372,0.7446068608415553,0.8514969254359595,0,0.013288419100852789,0.053981635585601984
