config_1,config_2,networks,mean_tau_b,mean_abs_tau_b,median_tau_b,min_tau_b,max_tau_b,min_abs_tau_b,mean_spearman,mean_pearson,domain_balanced_tau_b,mean_tau_without_kite,networks_abs_tau_ge_099,mean_raw_tie_sensitivity,max_raw_tie_sensitivity
candidate_14,lin,19,0.8498051230746094,0.8498051230746094,0.878502851088467,0.61336728214348,0.964744824608396,0.61336728214348,0.9351461941766392,0.9407231973458989,0.773737152237911,0.8581917463325196,0,0.0,0.0
candidate_14,radiality,19,0.8498051230746094,0.8498051230746094,0.878502851088467,0.61336728214348,0.964744824608396,0.61336728214348,0.9351461941766392,0.8921651837973268,0.773737152237911,0.8581917463325196,0,0.0,0.0
candidate_14,wiener,19,-0.8498051230746094,0.8498051230746094,-0.878502851088467,-0.964744824608396,-0.61336728214348,0.61336728214348,-0.9351461941766392,-0.8921651837973269,-0.773737152237911,-0.8581917463325196,0,0.0,0.0
extended_gravity,improved_closeness,19,0.8497964554614054,0.8497964554614054,0.874617737003058,0.68645251396648,0.977777777777778,0.68645251396648,0.9464166277912576,0.9510796177290973,0.8033787319941053,0.857324829971166,0,9.270934509494753e-05,0.0009567287073919406
delta_closeness,eigenvector,19,0.8497566533645521,0.8497566533645521,0.850302032547907,0.73375279970487,0.96306487367986,0.73375279970487,0.9467660863528479,0.9525849669199985,0.8201919776779312,0.8467008060646991,0,0.007753668288521256,0.04480544868172298
eigenvector,gilschmidt,19,0.8497566533645521,0.8497566533645521,0.850302032547907,0.73375279970487,0.96306487367986,0.73375279970487,0.9467660863528479,0.9525849669199985,0.8201919776779312,0.8467008060646991,0,0.007753668288521256,0.04480544868172298
eigenvector,harmonic,19,0.8497566533645521,0.8497566533645521,0.850302032547907,0.73375279970487,0.96306487367986,0.73375279970487,0.9467660863528479,0.9525849669199985,0.8201919776779312,0.8467008060646991,0,0.0054138417063214145,0.030678862928255946
eigenvector,reaching_local,19,0.8497566533645521,0.8497566533645521,0.850302032547907,0.73375279970487,0.96306487367986,0.73375279970487,0.9467660863528479,0.9525849669199986,0.8201919776779312,0.8467008060646991,0,0.005366037508584255,0.030678862928255946
adaptive_leaderrank,dangalchev,19,0.8497268080500086,0.8497268080500086,0.857660824307744,0.637894893910735,0.953145468625047,0.637894893910735,0.9399084689522421,0.9333724476385572,0.7850946974060654,0.8519603079681307,0,0.0057471458964993075,0.027449508935808997
adaptive_leaderrank,decay,19,0.8497268080500086,0.8497268080500086,0.857660824307744,0.637894893910735,0.953145468625047,0.637894893910735,0.9399084689522421,0.9333724476385572,0.7850946974060654,0.8519603079681307,0,0.0057471458964993075,0.027449508935808997
adaptive_leaderrank,generalized_closeness,19,0.8497268080500086,0.8497268080500086,0.857660824307744,0.637894893910735,0.953145468625047,0.637894893910735,0.9399084689522421,0.9333724476385572,0.7850946974060654,0.8519603079681307,0,0.0057471458964993075,0.027449508935808997
adaptive_leaderrank,residual_closeness,19,0.8497268080500086,0.8497268080500086,0.857660824307744,0.637894893910735,0.953145468625047,0.637894893910735,0.9399084689522421,0.9333724476385572,0.7850946974060654,0.8519603079681307,0,0.0057471458964993075,0.027449508935808997
hub,improved_closeness,19,0.8496753205722809,0.8496753205722809,0.854251012145749,0.695238095238095,0.97037037037037,0.695238095238095,0.9473351164511551,0.9470012271043334,0.8055303499106232,0.857196965365979,0,0.0028840282922516676,0.02422015494335994
expected_influence_2,local_volume_dimension,19,-0.8496530038408511,0.8496530038408511,-0.869836130248912,-1.0,-0.625425025550652,0.625425025550652,-0.9202490217992912,-0.9111930404828065,-0.8808269376424983,-0.8413003929431206,2,0.0,0.0
dynamics_sensitive,improved_closeness,19,0.849603429862578,0.849603429862578,0.846846846846847,0.714285714285714,0.977777777777778,0.714285714285714,0.9482616132413505,0.9595770860115462,0.8138641619323095,0.8571210807279592,0,0.0,0.0
pagerank,support,18,0.8494668230068303,0.8494668230068303,0.9018232075788244,0.384399984083439,0.956993837053495,0.384399984083439,0.9215724680673762,0.9392933497014491,0.8289991204889032,0.8526567277146084,0,0.002647633875474601,0.02696511762806597
linerank,x_degree,14,0.8494549682673482,0.8494549682673482,0.843098516573522,0.744857411403821,0.970909090909091,0.744857411403821,0.9435874364117955,0.9247356939323205,0.8290536956076833,0.8462106595558382,0,0.004483331759885943,0.03023361673449798
extended_coreness,local_volume_dimension,19,-0.8492897729878328,0.8492897729878328,-0.880242659118664,-1.0,-0.634081423702852,0.634081423702852,-0.9260732835407536,-0.913155499865576,-0.8818897154614457,-0.840916982598268,2,0.0,0.0
authority,harary,19,0.8492171107166421,0.8492171107166421,0.847446274252196,0.71728965064714,0.955628079288509,0.71728965064714,0.9481587239257676,0.9554855838607261,0.8232624435400032,0.8461312888252386,0,0.003130406403788518,0.030678862928255946
extended_gravity,hindex_strength,19,0.8492013794895941,0.8492013794895941,0.872321277646377,0.653364863433026,0.916582386691053,0.653364863433026,0.9383002550156825,0.8763681543732653,0.8591861248056186,0.8478863694087954,0,9.697537400037075e-05,0.001247210922314057
extended_gravity,lobby,19,0.8492013794895941,0.8492013794895941,0.872321277646377,0.653364863433026,0.916582386691053,0.653364863433026,0.9383002550156825,0.8763681543732653,0.8591861248056186,0.8478863694087954,0,9.697537400037075e-05,0.001247210922314057
average_distance,graph_regularization,19,-0.8491284100825439,0.8491284100825439,-0.891959800944738,-0.976794983794948,-0.576894899443124,0.576894899443124,-0.9320895050276758,-0.9085832401356397,-0.7756135343428316,-0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
barycenter,graph_regularization,19,0.8491284100825439,0.8491284100825439,0.891959800944738,0.576894899443124,0.976794983794948,0.576894899443124,0.9320895050276758,0.9208593817799687,0.7756135343428316,0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
closeness,graph_regularization,19,0.8491284100825439,0.8491284100825439,0.891959800944738,0.576894899443124,0.976794983794948,0.576894899443124,0.9320895050276758,0.9208593817799687,0.7756135343428316,0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
graph_regularization,integration,19,0.8491284100825439,0.8491284100825439,0.891959800944738,0.576894899443124,0.976794983794948,0.576894899443124,0.9320895050276758,0.9085832401356397,0.7756135343428316,0.8521222971440963,0,0.017101081725556255,0.05902212564947196
graph_regularization,lin,19,0.8491284100825439,0.8491284100825439,0.891959800944738,0.576894899443124,0.976794983794948,0.576894899443124,0.9320895050276758,0.9208593817799687,0.7756135343428316,0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
graph_regularization,radiality,19,0.8491284100825439,0.8491284100825439,0.891959800944738,0.576894899443124,0.976794983794948,0.576894899443124,0.9320895050276758,0.9085832401356397,0.7756135343428316,0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
graph_regularization,wiener,19,-0.8491284100825439,0.8491284100825439,-0.891959800944738,-0.976794983794948,-0.576894899443124,0.576894899443124,-0.9320895050276758,-0.9085832401356398,-0.7756135343428316,-0.8521222971440963,0,0.0024060083766290472,0.009748487249307991
current_flow_betweenness,leverage,19,0.8491231186726147,0.8491231186726147,0.905454545454545,0.619047619047619,0.956363636363636,0.619047619047619,0.9404944370182735,0.8872492092144993,0.7641690347294603,0.8619050908740034,0,0.007833711152302464,0.05071900282222397
effective_size,random_walk_decay,14,0.8490937352696509,0.8490937352696509,0.8588478550215,0.73565710077936,0.951189731211342,0.73565710077936,0.9437690144492221,0.9847181868544721,0.8862474983143328,0.8412401971202901,0,0.0021804666168479376,0.013083850394138063
controlrank,subgraph,14,0.8490244901830899,0.8490244901830899,0.875234057586999,0.666666666666667,0.970909090909091,0.666666666666667,0.9335737086377582,0.9634657226917871,0.7937084597601471,0.8630520150689687,0,0.007287282372643145,0.02222222222222292
local_bridging,support,18,-0.8489902657861488,0.8489902657861488,-0.8933222855247335,-0.940258273982182,-0.458664322106004,0.458664322106004,-0.9214519556906773,-0.48853992820770253,-0.8550260589991053,-0.8464819883902177,0,8.292535385836767e-06,0.00014926563694506179
graph_regularization,nonbacktracking,19,0.8488405333140192,0.8488405333140192,0.876876876876877,0.612447201880762,0.970909090909091,0.612447201880762,0.9410710447175666,0.9481279332878204,0.8160263707854105,0.8457337904558033,0,0.004012023402457537,0.02080190488335798
exogenous,harary,14,0.848783731545335,0.848783731545335,0.924313340233438,0.333333333333333,1.0,0.333333333333333,0.9072738938688096,0.7121598050689729,0.703322440708927,0.8884337621770275,1,0.0005678553333536364,0.005045904492388953
community_based,support,18,0.8487173814979279,0.8487173814979279,0.8836910876762425,0.480056814819398,0.967001192528922,0.480056814819398,0.9244519380046335,0.9536926704526597,0.8420332004174699,0.8432440969568635,0,0.0,0.0
candidate_21,fragmentation,14,0.8486472022701141,0.8486472022701141,0.8878340636341244,0.380952380952381,0.964950504732767,0.380952380952381,0.9227903342713928,0.8949133523397522,0.7302562489355705,0.8846237269868629,0,0.003712083885651779,0.011136562344860046
average_distance,node_contraction_improved,8,-0.8486314001241402,0.8486314001241402,-0.838408336801861,-0.976794983794948,-0.708871512554075,0.708871512554075,-0.9324384875459677,-0.8800518440357934,-0.8237119725110881,-0.856258965431217,0,0.0026258409691749945,0.009301354395859995
barycenter,node_contraction_improved,8,0.8486314001241402,0.8486314001241402,0.838408336801861,0.708871512554075,0.976794983794948,0.708871512554075,0.9324384875459677,0.9338645458143787,0.8237119725110881,0.856258965431217,0,0.0026258409691749945,0.009301354395859995
closeness,node_contraction_improved,8,0.8486314001241402,0.8486314001241402,0.838408336801861,0.708871512554075,0.976794983794948,0.708871512554075,0.9324384875459677,0.9338645458143787,0.8237119725110881,0.856258965431217,0,0.0026258409691749945,0.009301354395859995
integration,node_contraction_improved,8,0.8486314001241402,0.8486314001241402,0.838408336801861,0.708871512554075,0.976794983794948,0.708871512554075,0.9324384875459677,0.8800518440357935,0.8237119725110881,0.856258965431217,0,0.021014858567430503,0.059616828267204935
lin,node_contraction_improved,8,0.8486314001241402,0.8486314001241402,0.838408336801861,0.708871512554075,0.976794983794948,0.708871512554075,0.9324384875459677,0.9338645458143788,0.8237119725110881,0.856258965431217,0,0.0026258409691749945,0.009301354395859995
node_contraction_improved,radiality,8,0.8486314001241402,0.8486314001241402,0.838408336801861,0.708871512554075,0.976794983794948,0.708871512554075,0.9324384875459677,0.8800518440357934,0.8237119725110881,0.856258965431217,0,0.0026258409691749945,0.009301354395859995
node_contraction_improved,wiener,8,-0.8486314001241402,0.8486314001241402,-0.838408336801861,-0.976794983794948,-0.708871512554075,0.708871512554075,-0.9324384875459677,-0.8800518440357936,-0.8237119725110881,-0.856258965431217,0,0.0026258409691749945,0.009301354395859995
godfather,resistance_curvature,14,-0.8485650751522449,0.8485650751522449,-0.8415633163502085,-0.963204559526875,-0.728217605727848,0.728217605727848,-0.9437527798850637,-0.9563154097042451,-0.8391893448582993,-0.85607475312683,0,0.0025435297577873772,0.020624070956914986
ego_betweenness,length_scaled_betweenness,19,0.8484955870592068,0.8484955870592068,0.866450527541565,0.66688592885535,0.945181272905181,0.66688592885535,0.9446648103033966,0.9692200717438164,0.8341915643636609,0.8585850125149767,0,5.773329185615753e-05,0.0009042078108429941
degree,hide_information,19,-0.8484475918980383,0.8484475918980383,-0.849418476551721,-0.965686371838909,-0.682242292337953,0.682242292337953,-0.936149993416107,-0.9186943074880297,-0.8309002114105097,-0.8467885655782805,0,0.00125068662912532,0.02019373533264701
expected_influence_1,hide_information,19,-0.8484475918980383,0.8484475918980383,-0.849418476551721,-0.965686371838909,-0.682242292337953,0.682242292337953,-0.936149993416107,-0.9186943074880297,-0.8309002114105097,-0.8467885655782805,0,0.00125068662912532,0.02019373533264701
hide_information,map_equation,19,-0.8484475918980383,0.8484475918980383,-0.849418476551721,-0.965686371838909,-0.682242292337953,0.682242292337953,-0.936149993416107,-0.9218494418543806,-0.8309002114105097,-0.8467885655782805,0,0.00367817904068436,0.02019373533264701
hide_information,strength,19,-0.8484475918980383,0.8484475918980383,-0.849418476551721,-0.965686371838909,-0.682242292337953,0.682242292337953,-0.936149993416107,-0.9186943074880297,-0.8309002114105097,-0.8467885655782805,0,0.00125068662912532,0.02019373533264701
hindex_strength,hybrid_global_structure,19,0.8483992545817853,0.8483992545817853,0.857413073885236,0.768404602275763,0.914174100330066,0.768404602275763,0.9394579532721782,0.5291104991251049,0.8500907885975983,0.8470396820061085,0,7.38245164136488e-06,0.00014026658118593271
hybrid_global_structure,lobby,19,0.8483992545817853,0.8483992545817853,0.857413073885236,0.768404602275763,0.914174100330066,0.768404602275763,0.9394579532721782,0.5291104991251049,0.8500907885975983,0.8470396820061085,0,7.38245164136488e-06,0.00014026658118593271
local_bridging,shapley_game1,19,-0.8483972282236272,0.8483972282236272,-0.867796711922655,-0.981945528277636,-0.666666666666667,0.666666666666667,-0.9404560011469641,-0.3659812895739273,-0.8011863364197277,-0.8584933705323472,0,7.756162282779311e-05,0.0007387555621580777
improved_closeness,x_degree,19,0.8483936348015925,0.8483936348015925,0.883997204751922,0.603938441678774,0.940740740740741,0.603938441678774,0.9459484399830129,0.920449367033146,0.800434332260709,0.856701842044335,0,0.0,0.0
expected,mdd,19,0.8483649396849346,0.8483649396849346,0.860404113950426,0.658621293837895,1.0,0.658621293837895,0.9380872198983197,0.9407816575963475,0.8594730979127243,0.839940769667431,1,0.0,0.0
delta_closeness,expected_influence_2,19,0.8482505683339516,0.8482505683339516,0.84214267668964,0.749640688846549,0.96306487367986,0.749640688846549,0.9442080234918047,0.949934847497125,0.8578612811244088,0.8451110496435097,0,0.004276946805615318,0.044557719832796994
expected_influence_2,gilschmidt,19,0.8482505683339516,0.8482505683339516,0.84214267668964,0.749640688846549,0.96306487367986,0.749640688846549,0.9442080234918047,0.949934847497125,0.8578612811244088,0.8451110496435097,0,0.004276946805615318,0.044557719832796994
expected_influence_2,harmonic,19,0.8482505683339516,0.8482505683339516,0.84214267668964,0.749640688846549,0.96306487367986,0.749640688846549,0.9442080234918047,0.9499348474971249,0.8578612811244088,0.8451110496435097,0,0.0020045092703296265,0.023964036716381032
expected_influence_2,reaching_local,19,0.8482505683339516,0.8482505683339516,0.84214267668964,0.749640688846549,0.96306487367986,0.749640688846549,0.9442080234918047,0.9499348474971249,0.8578612811244088,0.8451110496435097,0,0.0019778322536466836,0.023964036716381032
improved_closeness,spectralrank,19,0.8481891247120168,0.8481891247120168,0.854938271604938,0.701818181818182,0.977777777777778,0.701818181818182,0.9468570234025631,0.9585517944235915,0.8105879251538022,0.8556282030690336,0,0.0019114871680130901,0.02422015494335994
current_flow_betweenness,godfather,19,0.8481427682773831,0.8481427682773831,0.851434367720508,0.600751409186111,0.958015718893515,0.600751409186111,0.9453360267846449,0.9324060637784954,0.7907280577645915,0.8618867326713426,0,0.005694480056902166,0.027028211929195023
current_flow_betweenness,pagerank,19,0.8480656210494808,0.8480656210494808,0.857664233576642,0.571428571428571,0.952941176470588,0.571428571428571,0.9448361587247235,0.9629549109036705,0.7871613518451448,0.8634343460284203,0,0.008266189284255791,0.031214856435685
expected,local_volume_dimension,19,-0.8480356893701435,0.8480356893701435,-0.8744943750587,-1.0,-0.622616381642776,0.622616381642776,-0.9207928858648688,-0.9132852682145871,-0.8784964888522517,-0.8395932276684849,2,0.0,0.0
kpath,node_contraction_improved,8,0.8479791963234696,0.8479791963234696,0.868039624608968,0.709090909090909,0.925563222708134,0.709090909090909,0.9472025784181267,0.9793209783315119,0.867133337564152,0.8398673808322645,0,0.0026324628182348847,0.010582374625383029
heatmap,node_contraction,19,-0.8479770412196432,0.8479770412196432,-0.839244067099159,-0.959527824620574,-0.705668455275484,0.705668455275484,-0.9430558216346246,-0.9418766035454463,-0.8032972717703543,-0.8509069633443678,0,0.0009251874333461599,0.005008812077045066
authority,improved_closeness,19,0.8479706540476698,0.8479706540476698,0.852852852852853,0.695238095238095,0.97037037037037,0.695238095238095,0.9466210099527859,0.9456704198343638,0.8001322392493546,0.8553975951455562,0,0.0014239894402575202,0.02422015494335994
controlrank,epc,14,0.8479521295856598,0.8479521295856598,0.8629685407275649,0.644061188719531,0.923417819680493,0.644061188719531,0.9384812138006788,0.6033054982434143,0.8263335789123745,0.8636360481138237,0,0.005590504106226072,0.04406118871953102
cross_clique,mcgm,19,0.8479176064318511,0.8479176064318511,0.839512254703682,0.723066180689443,1.0,0.723066180689443,0.948802969624162,0.9357631249058265,0.8466344101878693,0.839468584566954,1,0.002910294615347788,0.033908216920704004
centroid,godfather,19,0.8478556363202349,0.8478556363202349,0.860882553663412,0.705839576680863,0.941057533311887,0.705839576680863,0.9373700151548634,0.8648158248046067,0.8094632895753604,0.853239879366768,0,0.0,0.0
effective_size,load,19,0.8478512893326906,0.8478512893326906,0.877060429579448,0.66688592885535,0.939892269589433,0.66688592885535,0.9425439807090895,0.9105031265998669,0.8194852085917427,0.8579049204703206,0,0.005430937267811146,0.060213677379932995
cross_clique,kpath,19,0.8475680711598182,0.8475680711598182,0.83380596702721,0.707843734780192,1.0,0.707843734780192,0.9475822553085042,0.9285128189455844,0.8488761111670926,0.839099630668697,1,0.0,0.0
harary,hub,19,0.8474895617383015,0.8474895617383015,0.847446274252196,0.71728965064714,0.955628079288509,0.71728965064714,0.9470567940458451,0.9559050118193807,0.8177918717752579,0.8443077649036568,0,0.004187600164802837,0.030678862928255946
mixed_gravity,onion,19,0.8472855623845527,0.8472855623845527,0.862606498208075,0.651704765306803,0.951189731211342,0.651704765306803,0.9399656355467404,0.9367013071948428,0.8559971189167942,0.8415131085608422,0,0.0,0.0
dangalchev,node_contraction,19,0.8471970779025754,0.8471970779025754,0.857270460891664,0.677166608681021,0.956411106798085,0.677166608681021,0.9375041705855619,0.9460463856533263,0.8034895921065625,0.843999031965946,0,0.0008386041511961581,0.004580665094031988
decay,node_contraction,19,0.8471970779025754,0.8471970779025754,0.857270460891664,0.677166608681021,0.956411106798085,0.677166608681021,0.9375041705855619,0.9460463856533263,0.8034895921065625,0.843999031965946,0,0.0008386041511961581,0.004580665094031988
generalized_closeness,node_contraction,19,0.8471970779025754,0.8471970779025754,0.857270460891664,0.677166608681021,0.956411106798085,0.677166608681021,0.9375041705855619,0.9460463856533263,0.8034895921065625,0.843999031965946,0,0.0008386041511961581,0.004580665094031988
node_contraction,residual_closeness,19,0.8471970779025754,0.8471970779025754,0.857270460891664,0.677166608681021,0.956411106798085,0.677166608681021,0.9375041705855619,0.9460463856533263,0.8034895921065625,0.843999031965946,0,0.0008386041511961581,0.004580665094031988
expected_influence_2,harary,19,0.8471346504470869,0.8471346504470869,0.84214267668964,0.714893271056387,0.955628079288509,0.714893271056387,0.9441392274289032,0.9466691647295631,0.8680442219200146,0.8439331363184859,0,0.001113581362054364,0.017681431542210024
bridging_capital,weighted_h_index,14,0.8471336493574066,0.8471336493574066,0.8340821822079535,0.77407827912436,0.951189731211342,0.77407827912436,0.9402214772109214,0.8711500261552579,0.8613777861739539,0.8391293353686424,0,0.0,0.0
cross_clique,extended_gravity,19,0.8471091352422346,0.8471091352422346,0.852038898181716,0.627925893756622,1.0,0.627925893756622,0.9456621379732221,0.927705984742658,0.8542412558788394,0.8386151983112478,1,9.416402921136324e-05,0.0012169743917859188
controlrank,dynamical_importance,14,0.8470322040679269,0.8470322040679269,0.869360051712993,0.666666666666667,0.970909090909091,0.666666666666667,0.9346300772819687,0.9559698830266283,0.7878590105779485,0.860906476175716,0,0.011465244450683698,0.11111111111111094
dangalchev,ninl,19,0.8470060394757395,0.8470060394757395,0.867436582322172,0.683137649122567,0.955628079288509,0.683137649122567,0.9418736197788438,0.9518549037847992,0.7853046594485138,0.84908838558418,0,0.0,0.0
decay,ninl,19,0.8470060394757395,0.8470060394757395,0.867436582322172,0.683137649122567,0.955628079288509,0.683137649122567,0.9418736197788438,0.9518549037847992,0.7853046594485138,0.84908838558418,0,0.0,0.0
generalized_closeness,ninl,19,0.8470060394757395,0.8470060394757395,0.867436582322172,0.683137649122567,0.955628079288509,0.683137649122567,0.9418736197788438,0.9518549037847992,0.7853046594485138,0.84908838558418,0,0.0,0.0
ninl,residual_closeness,19,0.8470060394757395,0.8470060394757395,0.867436582322172,0.683137649122567,0.955628079288509,0.683137649122567,0.9418736197788438,0.9518549037847992,0.7853046594485138,0.84908838558418,0,0.0,0.0
centroid,community_based,19,0.8469912950464161,0.8469912950464161,0.893616180831852,0.69142309347319,0.96676704563638,0.69142309347319,0.936291617676488,0.9507193921417428,0.7631704195851212,0.8539838523790606,0,0.0,0.0
global_structure,weighted_h_index,19,0.8468929784316168,0.8468929784316168,0.867079861016341,0.734031347624977,0.951189731211342,0.734031347624977,0.9428797298353693,0.9575251732436011,0.8908073229021849,0.8410987143882988,0,0.0009310895661399993,0.017690701756659988
dangalchev,extended_gravity,19,0.8468477648315045,0.8468477648315045,0.854478398400646,0.664102233237894,0.948191284897159,0.664102233237894,0.9419533509776689,0.9502629992579065,0.7840202421935739,0.8489213179041541,0,8.853912324699891e-05,0.0009255784752110197
decay,extended_gravity,19,0.8468477648315045,0.8468477648315045,0.854478398400646,0.664102233237894,0.948191284897159,0.664102233237894,0.9419533509776689,0.9502629992579065,0.7840202421935739,0.8489213179041541,0,8.853912324699891e-05,0.0009255784752110197
extended_gravity,generalized_closeness,19,0.8468477648315045,0.8468477648315045,0.854478398400646,0.664102233237894,0.948191284897159,0.664102233237894,0.9419533509776689,0.9502629992579065,0.7840202421935739,0.8489213179041541,0,8.853912324699891e-05,0.0009255784752110197
extended_gravity,residual_closeness,19,0.8468477648315045,0.8468477648315045,0.854478398400646,0.664102233237894,0.948191284897159,0.664102233237894,0.9419533509776689,0.9502629992579065,0.7840202421935739,0.8489213179041541,0,8.853912324699891e-05,0.0009255784752110197
random_walk_decay,shapley_game1,14,0.8464191796647043,0.8464191796647043,0.855755302158006,0.666666666666667,0.949359480102186,0.666666666666667,0.9450991228480776,0.9823669258337168,0.7911915837640784,0.8602462960491687,0,0.00031406535665457716,0.003822018124172044
cda,local_volume_dimension,19,-0.8464086934387012,0.8464086934387012,-0.861818181818182,-1.0,-0.601087694948723,0.601087694948723,-0.9225537562943844,-0.9062166506985054,-0.8842195331263746,-0.8378758430741846,2,0.0,0.0
fragmentation,heatmap,14,-0.8462569937013129,0.8462569937013129,-0.8646006276993881,-0.915216633092847,-0.675230494455118,0.675230494455118,-0.9413855908778822,-0.8670825379871385,-0.8376944330338609,-0.8427666869462618,0,0.005168900265552342,0.021941723238226962
authority,controlrank,14,0.8461747785536251,0.8461747785536251,0.874005874005874,0.666666666666667,0.970909090909091,0.666666666666667,0.9344850089882747,0.9468530483252912,0.7752718984946217,0.8599830948526219,0,0.009843569886533803,0.11111111111111094
community_based,mnc,18,0.8461589909437836,0.8461589909437836,0.8736530761193525,0.480056814819398,0.967001192528922,0.480056814819398,0.9228156353109385,0.9523296879380625,0.8394239477502979,0.8405352128407106,0,0.0,0.0
improved_closeness,mcgm,19,0.8461533397973711,0.8461533397973711,0.869135802469136,0.701818181818182,0.97037037037037,0.701818181818182,0.944511274279766,0.9452217283462707,0.8064069264429659,0.8534793189924631,0,0.0023798757028283533,0.02422015494335994
centroid,kpath,19,0.84611506279002,0.84611506279002,0.845014548263436,0.640769228560029,0.953488365122896,0.640769228560029,0.9402179864653585,0.9595700304280925,0.810160605755635,0.8534389154847036,0,0.0,0.0
centroid,mcgm,19,0.8460546445838496,0.8460546445838496,0.845014548263436,0.648443111536796,0.9429719493311,0.648443111536796,0.9389210171977345,0.9587483983710055,0.809142413656962,0.8533751407115238,0,0.0023304434658364113,0.02422015494335994
cda,degree,19,0.8460204179944314,0.8460204179944314,0.847178089205603,0.713253305626042,0.975900072948533,0.713253305626042,0.9367063917876658,0.9426615760132675,0.8582839574856953,0.8388048816080924,0,0.0,0.0
cda,expected_influence_1,19,0.8460204179944314,0.8460204179944314,0.847178089205603,0.713253305626042,0.975900072948533,0.713253305626042,0.9367063917876658,0.9426615760132675,0.8582839574856953,0.8388048816080924,0,0.0,0.0
cda,map_equation,19,0.8460204179944314,0.8460204179944314,0.847178089205603,0.713253305626042,0.975900072948533,0.713253305626042,0.9367063917876658,0.9452861676769508,0.8582839574856953,0.8388048816080924,0,0.006517931235133527,0.04595529809127996
cda,strength,19,0.8460204179944314,0.8460204179944314,0.847178089205603,0.713253305626042,0.975900072948533,0.713253305626042,0.9367063917876658,0.9426615760132675,0.8582839574856953,0.8388048816080924,0,0.0,0.0
closeness_vitality,delta_closeness,19,-0.8460120493262043,0.8460120493262043,-0.896407922998191,-1.0,-0.165056322943381,0.165056322943381,-0.8851559963375295,-0.6421814201317056,-0.7538984446673409,-0.8559756816961787,2,0.002387257430921726,0.020825553712611994
closeness_vitality,gilschmidt,19,-0.8460120493262043,0.8460120493262043,-0.896407922998191,-1.0,-0.165056322943381,0.165056322943381,-0.8851559963375295,-0.6421814201317056,-0.7538984446673409,-0.8559756816961787,2,0.002387257430921726,0.020825553712611994
closeness_vitality,harmonic,19,-0.8460120493262043,0.8460120493262043,-0.896407922998191,-1.0,-0.165056322943381,0.165056322943381,-0.8851559963375295,-0.6421814201317056,-0.7538984446673409,-0.8559756816961787,2,0.0014225103929064117,0.009270366769738914
closeness_vitality,reaching_local,19,-0.8460120493262043,0.8460120493262043,-0.896407922998191,-1.0,-0.165056322943381,0.165056322943381,-0.8851559963375295,-0.6421814201317056,-0.7538984446673409,-0.8559756816961787,2,0.0014125582037346777,0.009270366769738914
extended_coreness,graph_regularization,19,0.845903546910674,0.845903546910674,0.848985964634039,0.6996524751939,0.963636363636363,0.6996524751939,0.9430678108727967,0.9462608130971655,0.8458296512051157,0.8426336381411612,0,0.0024546618544286345,0.009795882064182027
fragmentation,modified_expected_force,14,0.8456988697658804,0.8456988697658804,0.9168740777738169,0.380952380952381,0.974464047160187,0.380952380952381,0.9205657060914325,0.8524246261977068,0.7143420053198212,0.8814485996746112,0,0.0033424715429606544,0.011353408392514974
delta_betweenness,godfather,19,0.8455663213270956,0.8455663213270956,0.861196028525586,0.597452983486051,0.932832160853228,0.597452983486051,0.9404716175911002,0.9580748169922999,0.8101793203055931,0.8593503956515982,0,0.0017455205178534769,0.03316488983921606
improved_closeness,markov,19,0.8455474591231784,0.8455474591231784,0.860237596086653,0.671532846715328,0.942760942760943,0.671532846715328,0.9440248337935369,0.9483208128596327,0.8318503603991992,0.8475487729898099,0,0.0025680833095751013,0.009468440454289961
community_based,local_bridging,19,-0.845461546911102,0.845461546911102,-0.861479959652087,-0.93802628832987,-0.580898056496226,0.580898056496226,-0.9458614665843829,-0.4939075341876783,-0.8114781459668825,-0.8420304047873571,0,6.92104741183945e-06,0.00013149990082494956
godfather,proximal_betweenness,19,0.8454317091054881,0.8454317091054881,0.859922795297581,0.66688592885535,0.932832160853228,0.66688592885535,0.9392312686998192,0.9601150309105376,0.815309958385231,0.8553509191193847,0,0.0,0.0
hindex_strength,laplacian,19,0.8452852633712228,0.8452852633712228,0.862878716258147,0.735291492076665,0.898526747603833,0.735291492076665,0.9366864452309923,0.7560063088295579,0.8450060238637664,0.8437526912838479,0,0.0,0.0
laplacian,lobby,19,0.8452852633712228,0.8452852633712228,0.862878716258147,0.735291492076665,0.898526747603833,0.735291492076665,0.9366864452309923,0.7560063088295579,0.8450060238637664,0.8437526912838479,0,0.0,0.0
delta_closeness,subgraph,19,0.845160351338745,0.845160351338745,0.850302032547907,0.723270616851943,0.96306487367986,0.723270616851943,0.9426916255198066,0.9415264140362665,0.8095908681686219,0.8418491539263472,0,0.0074796329963749434,0.043548068595299916
gilschmidt,subgraph,19,0.845160351338745,0.845160351338745,0.850302032547907,0.723270616851943,0.96306487367986,0.723270616851943,0.9426916255198066,0.9415264140362665,0.8095908681686219,0.8418491539263472,0,0.0074796329963749434,0.043548068595299916
